elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
7.801,3405349,60,43.844,5.174,283815,32814,193.278,22.808,8.649,1159.665
8.839,3405409,60,57.784,3.653,283820,34586,273.777,17.306,8.206,1642.663
9.964,3405478,60,61.332,4.363,283824,34588,229.190,16.305,8.206,1375.140
11.092,3405544,60,58.500,4.307,283835,34587,232.200,17.094,8.206,1393.200
12.161,3405604,60,56.117,3.729,283840,32816,268.189,17.820,8.649,1609.132
13.228,3405664,60,56.261,3.755,283845,34589,266.291,17.774,8.206,1597.745
14.300,3405724,60,55.939,3.744,283850,32818,267.098,17.877,8.649,1602.587
15.377,3405784,60,55.751,3.770,283855,34590,265.225,17.937,8.206,1591.352
16.440,3405844,60,56.400,3.773,283860,32818,265.052,17.731,8.650,1590.311
17.503,3405904,60,56.458,3.785,283865,34592,264.188,17.712,8.206,1585.126
18.563,3405964,60,56.603,3.773,283870,32820,265.075,17.667,8.649,1590.450
19.623,3406024,60,56.612,3.761,283875,34593,265.910,17.664,8.206,1595.460
20.691,3406084,60,56.191,3.728,283880,32820,268.234,17.796,8.650,1609.402
21.752,3406144,60,56.557,3.761,283885,34595,265.870,17.681,8.206,1595.219
22.800,3406204,60,57.255,3.863,283890,32822,258.853,17.466,8.649,1553.118
23.830,3406264,60,58.246,3.871,283895,34596,258.326,17.168,8.206,1549.959
24.888,3406324,60,56.703,3.767,283900,32822,265.479,17.636,8.650,1592.874
25.932,3406384,60,57.469,3.814,283905,34597,262.205,17.401,8.206,1573.233
26.963,3406444,60,58.220,3.881,283910,32824,257.698,17.176,8.649,1546.189
27.984,3406504,60,58.746,3.890,283915,34599,257.070,17.022,8.206,1542.419
29.002,3406564,60,58.933,3.952,283920,32824,253.056,16.968,8.650,1518.333
30.014,3406624,60,59.269,3.971,283925,34600,251.829,16.872,8.206,1510.974
31.214,3406696,60,60.007,4.207,283926,34601,237.706,16.665,8.206,1426.237
32.215,3406756,60,59.947,4.001,283931,32828,249.932,16.681,8.649,1499.590
33.432,3406829,60,60.011,4.206,283948,32826,237.729,16.664,8.650,1426.372
34.567,3406898,60,60.792,4.346,283943,34603,230.101,16.450,8.206,1380.608
35.685,3406965,60,59.890,4.427,283961,32828,225.872,16.697,8.650,1355.232
36.771,3407031,60,60.798,4.700,283958,34605,212.746,16.448,8.206,1276.479
37.784,3407093,60,61.206,4.829,283959,32829,207.082,16.338,8.650,1242.494
38.866,3407159,60,60.960,5.550,283959,34604,180.185,16.404,8.206,1081.108
