elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.031,61,60,60.060,60.053,5,1,16.652,16.650,5.000,99.912
2.032,121,60,59.986,59.999,5,1,16.667,16.671,5.000,100.002
17.916,200,60,58.996,60.442,35,4,16.545,16.950,8.750,99.268
18.932,261,60,60.022,59.991,35,1,16.669,16.661,35.000,100.015
19.949,323,60,60.982,60.536,35,3,16.519,16.398,11.667,99.115
20.949,383,60,59.999,60.025,35,3,16.660,16.667,11.667,99.958
21.965,443,60,59.071,60.375,35,4,16.563,16.929,8.750,99.380
22.966,503,60,59.946,60.018,35,4,16.662,16.682,8.750,99.971
23.982,565,60,60.989,60.469,35,3,16.537,16.396,11.667,99.225
24.999,625,60,59.028,59.874,35,3,16.702,16.941,11.667,100.210
45.336,60,60,59.750,59.993,24,1,16.669,16.736,24.000,100.011
46.347,121,60,60.351,60.543,26,1,16.517,16.570,26.000,99.104
48.416,173,5,4.993,60.001,26,1,16.666,200.267,26.000,99.998
49.432,178,5,4.921,59.996,24,1,16.668,203.225,24.000,100.007
50.448,183,5,4.920,60.008,26,1,16.664,203.257,26.000,99.987
51.448,188,5,5.000,59.990,24,1,16.669,200.006,24.000,100.016
52.453,193,5,4.978,59.982,26,1,16.672,200.889,26.000,100.029
53.465,198,5,4.941,60.404,24,1,16.555,202.407,24.000,99.331
54.465,203,5,4.999,60.016,26,1,16.662,200.046,26.000,99.974
55.481,208,5,4.919,59.922,24,1,16.688,203.276,24.000,100.130
62.965,4,5,3.996,59.935,41,1,16.685,250.247,41.000,100.109
63.981,10,5,5.904,60.160,41,1,16.622,169.384,41.000,99.735
64.998,15,5,4.918,59.941,41,1,16.683,203.344,41.000,100.098
66.015,20,5,4.917,59.465,41,1,16.817,203.356,41.000,100.899
67.031,25,5,4.919,59.998,41,1,16.667,203.287,41.000,100.003
68.046,30,5,4.925,59.444,41,1,16.823,203.035,41.000,100.936
69.046,35,5,5.000,59.992,41,1,16.669,200.018,41.000,100.014
70.047,40,5,4.997,59.919,41,1,16.689,200.133,41.000,100.134
71.048,45,5,4.996,59.990,41,1,16.670,200.164,41.000,100.017
72.064,50,5,4.918,60.454,41,1,16.541,203.339,41.000,99.248
73.065,55,5,4.998,59.984,41,1,16.671,200.060,41.000,100.026
74.081,60,5,4.921,60.388,41,1,16.560,203.225,41.000,99.358
75.081,65,5,5.000,60.020,41,1,16.661,200.005,41.000,99.967
76.097,70,5,4.919,60.525,41,1,16.522,203.308,41.000,99.133
77.113,75,5,4.922,60.019,41,1,16.661,203.183,41.000,99.969
78.131,80,5,4.915,60.376,41,1,16.563,203.470,41.000,99.377
79.147,85,5,4.921,60.120,41,1,16.634,203.208,41.000,99.801
80.147,90,5,4.997,60.444,41,1,16.544,200.128,41.000,99.265
81.164,95,5,4.918,60.012,41,1,16.663,203.330,41.000,99.980
82.181,101,5,5.902,60.489,41,1,16.532,169.423,41.000,99.191
83.197,106,5,4.919,59.949,41,1,16.681,203.296,41.000,100.085
84.213,111,5,4.924,60.695,41,1,16.476,203.093,41.000,98.856
85.229,116,5,4.918,60.002,41,1,16.666,203.331,41.000,99.997
86.231,121,5,4.992,59.997,41,1,16.668,200.321,41.000,100.005
87.231,126,5,5.000,60.013,41,1,16.663,200.008,41.000,99.978
88.231,131,5,5.000,60.013,41,1,16.663,200.002,41.000,99.979
89.246,136,5,4.923,59.727,41,1,16.743,203.131,41.000,100.456
90.247,141,5,4.997,59.990,41,1,16.670,200.109,41.000,100.017
91.251,146,5,4.980,59.980,41,1,16.672,200.798,41.000,100.033
92.264,151,5,4.938,59.957,41,1,16.679,202.530,41.000,100.071
93.264,156,5,4.999,59.999,41,1,16.667,200.023,41.000,100.001
94.281,161,5,4.918,59.926,41,1,16.687,203.344,41.000,100.123
95.296,166,5,4.923,60.004,41,1,16.665,203.130,41.000,99.993
96.297,171,5,4.996,60.099,41,1,16.639,200.163,41.000,99.834
97.313,176,5,4.919,59.913,41,1,16.691,203.301,41.000,100.145
98.329,181,5,4.924,59.987,41,1,16.670,203.095,41.000,100.021
99.345,186,5,4.919,60.004,41,1,16.666,203.302,41.000,99.993
100.347,191,5,4.992,59.889,41,1,16.697,200.335,41.000,100.185
101.347,196,5,5.000,60.014,41,1,16.663,200.011,41.000,99.976
102.364,202,5,5.903,60.026,41,1,16.659,169.393,41.000,99.957
103.364,207,5,5.000,59.994,41,1,16.668,200.004,41.000,100.010
104.364,212,5,4.999,60.042,41,1,16.655,200.057,41.000,99.930
105.380,217,5,4.920,60.036,41,1,16.657,203.268,41.000,99.940
106.397,222,5,4.919,60.117,41,1,16.634,203.288,41.000,99.805
107.397,227,5,5.000,59.895,41,1,16.696,200.016,41.000,100.175
108.413,232,5,4.919,59.994,41,1,16.668,203.297,41.000,100.009
109.413,237,5,4.999,60.012,41,1,16.663,200.040,41.000,99.980
110.430,242,5,4.920,60.120,41,1,16.633,203.267,41.000,99.801
111.430,247,5,5.000,59.918,41,1,16.689,200.014,41.000,100.136
112.446,252,5,4.922,59.992,41,1,16.669,203.184,41.000,100.014
113.446,257,5,4.996,60.037,41,1,16.656,200.150,41.000,99.938
114.451,262,5,4.978,59.977,41,1,16.673,200.889,41.000,100.038
115.463,267,5,4.940,60.466,41,1,16.538,202.419,41.000,99.230
116.463,272,5,4.999,60.013,41,1,16.663,200.041,41.000,99.979
117.479,277,5,4.923,60.444,41,1,16.544,203.139,41.000,99.265
118.480,282,5,4.996,60.135,41,1,16.629,200.178,41.000,99.776
119.480,287,5,4.999,60.002,41,1,16.666,200.045,41.000,99.997
120.496,292,5,4.920,60.126,41,1,16.632,203.237,41.000,99.791
121.513,297,5,4.918,59.525,41,1,16.800,203.354,41.000,100.798
122.513,302,5,5.000,59.934,41,1,16.685,200.008,41.000,100.109
123.516,307,5,4.984,60.018,41,1,16.662,200.641,41.000,99.970
124.529,312,5,4.938,59.970,41,1,16.675,202.513,41.000,100.050
125.530,317,5,4.996,59.932,41,1,16.686,200.157,41.000,100.113
126.546,322,5,4.919,60.024,41,1,16.660,203.290,41.000,99.960
127.546,327,5,5.000,59.985,41,1,16.671,200.001,41.000,100.026
128.561,332,5,4.925,59.990,41,1,16.669,203.053,41.000,100.016
129.562,337,5,4.998,59.967,41,1,16.676,200.073,41.000,100.055
130.563,342,5,4.994,59.940,41,1,16.683,200.256,41.000,100.100
131.579,348,5,5.903,60.029,41,1,16.659,169.394,41.000,99.952
132.579,353,5,5.000,60.027,41,1,16.659,200.004,41.000,99.956
