elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.014,60,60,59.988,60.233,5,1,16.602,16.670,5.000,99.613
2.015,120,60,59.959,59.950,5,1,16.681,16.678,5.000,100.083
160.360,207,60,58.975,60.144,14,2,16.627,16.956,7.000,99.761
161.361,267,60,59.961,59.973,14,2,16.674,16.678,7.000,100.044
162.361,327,60,59.992,59.865,14,2,16.704,16.669,7.000,100.225
163.377,388,60,60.019,60.299,14,3,16.584,16.661,4.667,99.504
164.394,449,60,60.008,60.060,14,3,16.650,16.664,4.667,99.901
165.395,510,60,60.945,59.983,14,2,16.671,16.408,7.000,100.028
166.411,570,60,59.015,60.089,14,2,16.642,16.945,7.000,99.852
167.427,632,60,61.023,59.930,14,2,16.686,16.387,7.000,100.117
168.432,691,60,58.746,59.888,14,3,16.698,17.023,4.667,100.187
169.443,752,60,60.299,59.993,14,2,16.669,16.584,7.000,100.011
170.444,812,60,59.982,59.852,14,2,16.708,16.672,7.000,100.247
171.460,873,60,60.006,59.966,14,2,16.676,16.665,7.000,100.057
172.460,934,60,60.999,60.061,14,3,16.650,16.394,4.667,99.899
173.477,995,60,59.983,59.758,14,2,16.734,16.671,7.000,100.405
174.477,1054,60,59.000,60.019,14,2,16.662,16.949,7.000,99.969
175.493,1115,60,60.027,59.909,14,2,16.692,16.659,7.000,100.153
176.494,1176,60,60.940,60.082,14,3,16.644,16.410,4.667,99.863
177.494,1235,60,58.993,59.876,14,2,16.701,16.951,7.000,100.207
178.495,1296,60,60.992,59.887,14,2,16.698,16.395,7.000,100.189
179.509,1356,60,59.126,59.627,14,2,16.771,16.913,7.000,100.625
180.526,1418,60,60.972,59.977,14,3,16.673,16.401,4.667,100.039
181.527,1477,60,58.958,59.880,14,3,16.700,16.961,4.667,100.200
182.527,1538,60,60.983,59.947,14,2,16.681,16.398,7.000,100.088
183.545,1598,60,58.941,59.904,14,2,16.693,16.966,7.000,100.160
184.560,1659,60,60.116,60.119,14,2,16.634,16.635,7.000,99.802
185.560,1719,60,59.997,59.988,14,3,16.670,16.667,4.667,100.020
186.576,1780,60,60.025,60.149,14,2,16.625,16.660,7.000,99.753
187.577,1840,60,59.961,59.978,14,2,16.673,16.677,7.000,100.036
188.577,1900,60,59.975,59.901,14,2,16.694,16.674,7.000,100.166
189.578,1961,60,60.973,60.102,14,3,16.639,16.401,4.667,99.831
190.581,2020,60,58.811,59.956,14,2,16.679,17.004,7.000,100.074
191.593,2081,60,60.271,59.963,14,2,16.677,16.592,7.000,100.062
192.593,2141,60,59.992,59.984,14,2,16.671,16.669,7.000,100.026
193.594,2201,60,59.958,59.985,14,3,16.671,16.678,4.667,100.026
194.611,2263,60,60.942,59.902,14,2,16.694,16.409,7.000,100.163
195.626,2323,60,59.100,59.972,14,2,16.674,16.920,7.000,100.047
