elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,candidates,candidate_capacity,old_candidate_reserve,candidate_index_capacity,candidate_vector_growths
8.854,3405353,60,44.093,5.366,283814,34588,186.352,22.679,8.206,1118.110,34588,100000,69192,262144,0
9.915,3405413,60,56.559,3.863,283819,32814,258.885,17.681,8.649,1553.308,36362,100000,65644,262144,0
10.933,3405473,60,58.969,3.916,283824,34590,255.387,16.958,8.205,1532.323,34590,100000,69196,262144,0
12.019,3405533,60,55.211,3.622,283829,32814,276.093,18.112,8.650,1656.555,36362,100000,65644,262144,0
13.135,3405593,60,53.767,3.584,283834,34590,279.049,18.599,8.206,1674.297,34590,100000,69196,262144,0
14.237,3405653,60,54.450,3.618,283839,32816,276.371,18.366,8.649,1658.225,36364,100000,65648,262144,0
15.346,3405713,60,54.130,3.621,283844,34592,276.129,18.474,8.205,1656.773,34592,100000,69200,262144,0
16.456,3405773,60,54.011,3.607,283849,32817,277.220,18.515,8.649,1663.319,36365,100000,65650,262144,0
17.573,3405833,60,53.741,3.582,283854,34592,279.172,18.608,8.206,1675.029,34592,100000,69200,262144,0
18.653,3405893,60,55.549,3.667,283859,32818,272.682,18.002,8.649,1636.089,36367,100000,65652,262144,0
19.715,3405953,60,56.489,3.781,283864,34594,264.477,17.703,8.206,1586.860,34594,100000,69204,262144,0
20.777,3406013,60,56.489,3.767,283869,32819,265.446,17.703,8.650,1592.674,36368,100000,65654,262144,0
21.839,3406073,60,56.494,3.766,283874,34594,265.542,17.701,8.206,1593.251,34594,100000,69204,262144,0
22.902,3406133,60,56.455,3.767,283879,32820,265.469,17.713,8.650,1592.812,36369,100000,65656,262144,0
23.968,3406193,60,56.302,3.746,283884,34596,266.941,17.762,8.206,1601.643,34596,100000,69208,262144,0
25.031,3406253,60,56.452,3.738,283889,32822,267.499,17.714,8.649,1604.994,36371,100000,65660,262144,0
26.089,3406313,60,56.712,3.767,283894,34596,265.429,17.633,8.206,1592.577,34596,100000,69208,262144,0
27.128,3406373,60,57.717,3.841,283899,32823,260.339,17.326,8.649,1562.036,36372,100000,65662,262144,0
28.169,3406433,60,57.667,3.840,283904,34598,260.417,17.341,8.206,1562.500,34599,100000,69212,262144,0
29.233,3406493,60,56.375,3.786,283909,32825,264.136,17.738,8.649,1584.818,36374,100000,65666,262144,0
30.266,3406553,60,58.100,3.891,283914,34599,257.033,17.212,8.206,1542.196,34599,100000,69214,262144,0
31.287,3406613,60,58.778,3.910,283919,32825,255.767,17.013,8.649,1534.599,36374,100000,65666,262144,0
32.301,3406673,60,59.149,3.945,283924,34601,253.494,16.906,8.206,1520.964,34601,100000,69218,262144,0
33.315,3406733,60,59.176,3.987,283929,32827,250.784,16.899,8.649,1504.704,36376,100000,65670,262144,0
34.329,3406793,60,59.171,3.982,283934,34602,251.108,16.900,8.206,1506.649,34602,100000,69220,262144,0
35.579,3406868,60,60.008,4.025,283947,32827,248.449,16.664,8.650,1490.693,36377,100000,69220,262144,0
36.584,3406928,60,59.713,3.975,283952,34603,251.602,16.747,8.206,1509.611,36379,100000,69222,262144,0
37.787,3407001,60,60.659,4.164,283947,34605,240.170,16.485,8.205,1441.018,34605,100000,69226,262144,0
38.966,3407071,60,59.377,4.230,283966,34603,236.386,16.842,8.206,1418.315,36378,100000,69222,262144,0
40.117,3407141,60,60.830,4.326,283963,32831,231.162,16.439,8.649,1386.974,36380,100000,65678,262144,0
41.185,3407206,60,60.865,4.644,283978,34606,215.321,16.430,8.206,1291.925,36381,100000,65678,262144,0
42.187,3407267,60,60.872,5.094,283975,34607,196.315,16.428,8.206,1177.887,36382,100000,69230,262144,0
43.325,3407336,60,60.622,5.542,283978,34605,180.454,16.496,8.206,1082.722,36381,100000,69226,262144,0
44.373,3407400,60,61.053,5.949,283979,34607,168.105,16.379,8.206,1008.628,36382,100000,69230,262144,0
45.481,3407467,60,60.457,6.066,283994,34609,164.852,16.541,8.206,989.112,36384,100000,69234,262144,0
46.523,3407530,60,60.498,6.741,284002,34610,148.342,16.530,8.206,890.052,34611,100000,69236,262144,0
47.606,3407596,60,60.921,7.608,284001,32834,131.446,16.415,8.650,788.675,36383,100000,69232,262144,0
48.731,3407664,60,60.443,8.255,284013,34610,121.145,16.544,8.206,726.869,36386,100000,69236,262144,0
49.769,3407727,60,60.693,8.737,284014,34610,114.459,16.476,8.206,686.757,36386,100000,69236,262144,0
50.810,3407790,60,60.549,10.090,284024,34611,99.113,16.516,8.206,594.676,36387,100000,65690,262144,0
51.846,3407853,60,60.800,10.097,284027,32836,99.039,16.447,8.650,594.231,36386,100000,65688,262144,0
52.924,3407918,60,60.278,12.003,284028,34612,83.315,16.590,8.206,499.891,36388,100000,65690,262144,0
53.949,3407980,60,60.483,12.081,284035,32839,82.778,16.534,8.649,496.665,36389,100000,69246,262144,0
55.014,3408044,60,60.127,15.049,284044,32839,66.452,16.632,8.650,398.710,36390,100000,69244,262144,0
56.078,3408108,60,60.127,15.025,284043,32839,66.558,16.631,8.650,399.346,36389,100000,69242,262144,0
57.137,3408172,60,60.459,15.033,284058,32840,66.522,16.540,8.650,399.131,36391,100000,69246,262144,0
58.182,3408235,60,60.282,20.017,284052,34618,49.957,16.589,8.205,299.741,36392,100000,69252,262144,0
59.238,3408298,60,59.640,16.110,284059,34617,62.072,16.767,8.206,372.433,34618,100000,69250,262144,0
60.238,3408358,60,59.979,15.033,284064,34615,66.521,16.672,8.206,399.125,36392,100000,65700,262144,0
61.240,3408418,60,59.895,14.968,284069,34618,66.811,16.696,8.206,400.868,34619,100000,69252,262144,0
62.304,3408482,60,60.150,15.196,284074,34617,65.805,16.625,8.206,394.831,34618,100000,69250,262144,0
63.334,3408544,60,60.205,17.368,284085,34620,57.577,16.610,8.206,345.462,36396,100000,69256,262144,0
64.365,3408606,60,60.138,19.416,284089,34620,51.503,16.628,8.206,309.020,36396,100000,65704,262144,0
65.400,3408668,60,59.879,15.069,284097,32844,66.360,16.700,8.650,398.158,36397,100000,69256,262144,0
66.417,3408729,60,60.015,17.461,284099,34622,57.271,16.662,8.206,343.625,34623,100000,69260,262144,0
67.436,3408790,60,59.864,15.029,284107,34622,66.540,16.704,8.206,399.240,36399,100000,65708,262144,0
68.441,3408850,60,59.711,16.352,284112,34623,61.153,16.747,8.206,366.918,34624,100000,69262,262144,0
69.449,3408910,60,59.522,14.803,284117,34622,67.552,16.801,8.206,405.310,36399,100000,65708,262144,0
70.508,3408974,60,60.432,15.060,284115,34623,66.401,16.548,8.206,398.404,36400,100000,65712,262144,0
71.518,3409034,60,59.400,15.023,284120,34625,66.565,16.835,8.206,399.391,34625,100000,69264,262144,0
72.548,3409096,60,60.192,14.546,284126,34624,68.749,16.614,8.206,412.493,36401,100000,69264,262144,0
73.611,3409160,60,60.209,15.182,284126,34625,65.870,16.609,8.206,395.218,36400,100000,69266,262144,0
74.671,3409224,60,60.386,15.122,284143,34626,66.127,16.560,8.206,396.763,36403,100000,69268,262144,0
75.680,3409285,60,60.425,16.550,284141,32851,60.423,16.549,8.649,362.535,36403,100000,65718,262144,0
76.683,3409345,60,59.831,19.998,284146,34627,50.005,16.714,8.206,300.030,34628,100000,69270,262144,0
77.780,3409407,60,56.504,9.151,284154,34627,109.282,17.698,8.206,655.695,36403,100000,69270,262144,0
78.886,3409471,60,57.885,7.280,284166,34628,137.361,17.276,8.206,824.168,36405,100000,69272,262144,0
79.953,3409533,60,58.103,5.607,284167,32854,178.349,17.211,8.649,1070.091,36405,100000,65724,262144,0
80.991,3409594,60,58.778,4.778,284170,34629,209.308,17.013,8.206,1255.848,34630,100000,69274,262144,0
82.133,3409661,60,58.674,4.535,284173,32854,220.514,17.043,8.650,1323.084,36406,100000,65724,262144,0
83.382,3409735,60,59.245,3.951,284177,34631,253.124,16.879,8.206,1518.742,36408,100000,69278,262144,0
84.400,3409795,60,58.924,3.948,284182,34633,253.285,16.971,8.206,1519.713,36409,100000,69282,262144,0
85.414,3409855,60,59.196,3.958,284187,34632,252.634,16.893,8.206,1515.803,36409,100000,69280,262144,0
86.432,3409915,60,58.912,3.962,284192,34633,252.393,16.974,8.206,1514.360,36409,100000,69282,262144,0
87.453,3409975,60,58.774,3.917,284197,34633,255.275,17.014,8.206,1531.648,36410,100000,69282,262144,0
88.482,3410035,60,58.302,3.932,284202,34635,254.323,17.152,8.206,1525.939,36411,100000,69286,262144,0
89.498,3410095,60,59.048,3.995,284207,34635,250.330,16.935,8.206,1501.983,36412,100000,69286,262144,0
90.515,3410155,60,58.978,3.946,284212,34635,253.399,16.955,8.206,1520.396,36411,100000,69286,262144,0
91.549,3410215,60,58.064,3.859,284217,34636,259.139,17.222,8.206,1554.835,36413,100000,69288,262144,0
92.598,3410275,60,57.179,3.817,284222,34637,261.958,17.489,8.206,1571.748,36414,100000,69290,262144,0
93.637,3410335,60,57.764,3.851,284227,34638,259.679,17.312,8.206,1558.077,36415,100000,69292,262144,0
94.690,3410395,60,56.993,3.781,284232,34638,264.488,17.546,8.206,1586.927,36414,100000,69292,262144,0
95.736,3410455,60,57.329,3.805,284237,34638,262.831,17.443,8.206,1576.986,36415,100000,69292,262144,0
96.787,3410515,60,57.089,3.808,284242,34640,262.604,17.516,8.206,1575.623,36416,100000,69296,262144,0
97.833,3410575,60,57.357,3.812,284247,34640,262.298,17.435,8.206,1573.788,36417,100000,69296,262144,0
99.028,3410635,60,50.230,2.988,284252,34641,334.700,19.909,8.206,2008.201,36417,100000,69298,262144,0
100.243,3410695,60,49.373,3.320,284257,34640,301.173,20.254,8.206,1807.041,36417,100000,69296,262144,0
101.569,3410767,60,54.316,3.220,284269,34642,310.606,18.411,8.206,1863.637,36420,100000,69300,262144,0
102.723,3410827,60,51.952,3.653,284274,34643,273.751,19.249,8.206,1642.503,36420,100000,69302,262144,0
103.908,3410899,60,60.774,4.148,284272,34643,241.066,16.454,8.206,1446.399,36420,100000,69302,262144,0
105.013,3410966,60,60.654,4.549,284286,34643,219.844,16.487,8.206,1319.062,36420,100000,65750,262144,0
106.067,3411030,60,60.706,4.779,284294,34644,209.261,16.473,8.206,1255.567,36421,100000,65752,262144,0
107.254,3411102,60,60.651,5.015,284294,34646,199.401,16.488,8.206,1196.405,36423,100000,65756,262144,0
108.371,3411170,60,60.907,5.578,284301,34645,179.291,16.418,8.206,1075.747,34646,100000,69306,262144,0
109.420,3411233,60,60.030,5.564,284304,34648,179.735,16.658,8.205,1078.410,34648,100000,69312,262144,0
110.422,3411294,60,60.875,5.898,284313,34646,169.542,16.427,8.206,1017.252,36424,100000,65756,262144,0
111.529,3411361,60,60.554,6.183,284311,34648,161.725,16.514,8.206,970.353,34648,100000,69312,262144,0
112.532,3411422,60,60.816,6.941,284319,34648,144.077,16.443,8.206,864.462,36425,100000,65758,262144,0
113.584,3411486,60,60.832,7.607,284329,34650,131.453,16.439,8.206,788.719,36428,100000,65760,262144,0
114.644,3411550,60,60.375,8.670,284337,34648,115.344,16.563,8.206,692.063,36427,100000,65760,262144,0
115.650,3411611,60,60.599,8.633,284341,34652,115.832,16.502,8.206,694.990,36429,100000,69320,262144,0
116.683,3411673,60,60.061,9.886,284346,34649,101.157,16.650,8.206,606.944,34650,100000,69314,262144,0
117.776,3411739,60,60.374,10.066,284342,34651,99.344,16.563,8.206,596.062,36430,100000,69318,262144,0
118.873,3411805,60,60.173,10.038,284351,32875,99.619,16.619,8.649,597.715,36429,100000,65766,262144,0
119.879,3411865,60,59.652,9.950,284356,34654,100.501,16.764,8.206,603.006,34655,100000,69324,262144,0
120.934,3411929,60,60.653,10.398,284373,34652,96.175,16.487,8.207,577.052,34652,100000,69320,262144,0
121.967,3411991,60,60.021,11.673,284376,34653,85.668,16.661,8.206,514.009,36431,100000,69322,262144,0
123.038,3412056,60,60.694,12.099,284374,34656,82.651,16.476,8.206,495.907,36432,100000,69328,262144,0
124.062,3412118,60,60.537,14.321,284378,34656,69.827,16.519,8.206,418.960,36434,100000,65772,262144,0
125.122,3412182,60,60.347,15.165,284384,34655,65.943,16.571,8.206,395.656,36433,100000,65774,262144,0
126.148,3412244,60,60.428,15.642,284394,32879,63.931,16.549,8.650,383.584,36434,100000,69328,262144,0
