elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.032,61,60,60.280,59.976,5,1,16.673,16.589,5.000,100.040
2.048,122,60,60.016,59.993,5,1,16.669,16.662,5.000,100.012
3.049,182,60,59.937,59.877,5,1,16.701,16.684,5.000,100.206
4.051,242,60,59.885,59.769,5,1,16.731,16.699,5.000,100.386
5.068,303,60,60.002,60.004,5,1,16.666,16.666,5.000,99.994
6.085,364,60,60.003,60.005,5,1,16.665,16.666,5.000,99.992
7.085,424,60,59.998,60.009,5,1,16.664,16.667,5.000,99.984
31.855,450,60,1.050,60.001,5,1,16.666,952.716,5.000,99.998
32.869,511,60,60.163,60.022,5,1,16.661,16.621,5.000,99.964
33.886,572,60,59.997,59.956,5,1,16.679,16.667,5.000,100.073
34.902,633,60,60.033,59.969,5,1,16.675,16.657,5.000,100.051
