elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.015,60,60,59.983,59.953,5,1,16.680,16.671,5.000,100.078
2.031,121,60,60.024,60.032,5,1,16.658,16.660,5.000,99.947
71.196,60,60,59.969,59.965,909,12,16.676,16.675,75.750,100.058
72.212,120,60,59.082,60.051,1188,15,16.653,16.925,79.200,99.915
73.213,180,60,59.933,60.026,1431,16,16.660,16.685,89.438,99.957
74.214,240,60,59.958,59.997,1221,16,16.667,16.678,76.312,100.004
75.217,300,60,59.783,59.856,1251,19,16.707,16.727,65.842,100.241
76.229,362,60,61.266,59.988,1525,20,16.670,16.322,76.250,100.021
77.230,421,60,58.987,59.912,1395,21,16.691,16.953,66.429,100.147
78.231,481,60,59.932,45.997,1133,21,21.740,16.685,53.952,130.442
79.232,541,60,59.943,60.000,1173,21,16.667,16.683,55.857,100.000
80.246,602,60,60.114,59.958,1001,21,16.678,16.635,47.667,100.070
