elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
9.235,60,60,59.019,60.002,34,2,16.666,16.944,17.000,99.996
10.248,121,60,60.177,60.354,41,2,16.569,16.618,20.500,99.414
11.251,182,60,60.840,59.998,49,3,16.667,16.437,16.333,100.003
12.258,243,60,60.558,61.128,59,4,16.359,16.513,14.750,98.155
13.259,303,60,59.989,60.018,64,4,16.662,16.670,16.000,99.971
14.268,363,60,59.424,60.502,69,6,16.528,16.828,11.500,99.170
15.276,424,60,60.539,59.965,75,6,16.676,16.518,12.500,100.058
16.282,484,60,59.603,60.006,80,8,16.665,16.778,10.000,99.990
17.284,544,60,59.893,59.786,85,7,16.726,16.696,12.143,100.358
18.284,604,60,59.990,60.002,90,10,16.666,16.670,9.000,99.996
