elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,candidates,candidate_capacity,old_candidate_reserve,candidate_index_capacity,candidate_vector_growths
52.266,3407813,60,59.210,3.965,284019,32836,252.183,16.889,8.650,1513.096,36387,131072,65688,262144,0
53.290,3407873,60,58.576,3.952,284024,34613,253.028,17.072,8.206,1518.168,34613,131072,69242,262144,0
54.315,3407933,60,58.534,3.947,284029,32838,253.357,17.084,8.649,1520.140,36389,131072,65692,262144,0
55.333,3407993,60,58.925,3.936,284034,34615,254.055,16.971,8.206,1524.332,34615,131072,69246,262144,0
56.346,3408053,60,59.256,3.963,284039,32839,252.331,16.876,8.649,1513.987,36390,131072,65694,262144,0
57.358,3408113,60,59.264,3.952,284044,34615,253.031,16.874,8.206,1518.188,34615,131072,69246,262144,0
58.380,3408173,60,58.761,3.930,284049,32840,254.448,17.018,8.649,1526.690,36391,131072,65696,262144,0
59.396,3408233,60,59.013,3.910,284054,34618,255.760,16.945,8.205,1534.562,34618,131072,69252,262144,0
60.417,3408293,60,58.804,3.901,284059,32842,256.322,17.006,8.649,1537.931,36393,131072,65700,262144,0
61.434,3408353,60,58.960,3.907,284064,34618,255.956,16.961,8.206,1535.736,34618,131072,69252,262144,0
62.451,3408413,60,59.029,3.920,284069,32842,255.114,16.941,8.650,1530.684,36394,131072,65700,262144,0
63.473,3408473,60,58.701,3.896,284074,34620,256.684,17.036,8.205,1540.105,34620,131072,69256,262144,0
64.505,3408533,60,58.142,3.896,284079,32844,256.659,17.199,8.649,1539.951,36396,131072,65704,262144,0
65.528,3408593,60,58.614,3.881,284084,34621,257.668,17.061,8.206,1546.006,34621,131072,69258,262144,0
66.561,3408653,60,58.123,3.899,284089,32844,256.454,17.205,8.650,1538.721,36396,131072,65704,262144,0
67.579,3408713,60,58.910,3.900,284094,34622,256.382,16.975,8.206,1538.295,34622,131072,69260,262144,0
68.599,3408773,60,58.837,3.910,284099,32846,255.780,16.996,8.649,1534.678,36398,131072,65708,262144,0
69.617,3408833,60,58.937,3.896,284104,34623,256.684,16.967,8.206,1540.103,34623,131072,69262,262144,0
70.636,3408893,60,58.903,3.887,284109,32846,257.235,16.977,8.650,1543.410,36398,131072,65708,262144,0
71.651,3408953,60,59.102,3.932,284114,34624,254.313,16.920,8.206,1525.876,34625,131072,69264,262144,0
72.671,3409013,60,58.807,3.883,284119,32848,257.554,17.005,8.650,1545.325,36400,131072,65712,262144,0
73.687,3409073,60,59.056,3.922,284124,34626,254.986,16.933,8.206,1529.915,34626,131072,69268,262144,0
74.714,3409133,60,58.420,3.837,284129,32848,260.641,17.117,8.650,1563.844,36400,131072,65712,262144,0
75.730,3409193,60,59.047,3.907,284134,34627,255.966,16.936,8.206,1535.798,34627,131072,69270,262144,0
76.753,3409253,60,58.665,3.861,284139,32851,258.978,17.046,8.649,1553.867,36403,131072,65718,262144,0
77.790,3409313,60,57.837,3.776,284144,34629,264.861,17.290,8.205,1589.167,34629,131072,69274,262144,0
78.811,3409373,60,58.768,3.889,284149,32851,257.106,17.016,8.650,1542.634,36403,131072,65718,262144,0
79.831,3409433,60,58.833,3.892,284154,34629,256.963,16.997,8.206,1541.780,34629,131072,69274,262144,0
80.843,3409492,60,58.301,3.909,284168,32853,255.841,17.152,8.650,1535.046,36405,131072,69272,262144,0
81.862,3409552,60,58.872,3.926,284173,34631,254.740,16.986,8.206,1528.443,36406,131072,69278,262144,0
82.892,3409612,60,58.252,3.908,284178,32854,255.909,17.167,8.650,1535.456,36406,131072,69274,262144,0
83.916,3409672,60,58.640,3.952,284183,34631,253.052,17.053,8.206,1518.309,36406,131072,69278,262144,0
84.943,3409732,60,58.398,3.895,284188,32855,256.768,17.124,8.650,1540.609,36408,131072,69278,262144,0
85.964,3409792,60,58.782,3.928,284193,34633,254.589,17.012,8.206,1527.531,36408,131072,69282,262144,0
86.983,3409852,60,58.895,3.939,284198,32856,253.894,16.979,8.650,1523.364,36409,131072,69280,262144,0
88.009,3409912,60,58.479,3.908,284203,34633,255.863,17.100,8.206,1535.177,36408,131072,69282,262144,0
89.034,3409972,60,58.528,3.910,284208,32857,255.772,17.086,8.650,1534.633,36410,131072,69282,262144,0
90.055,3410032,60,58.740,3.949,284213,34635,253.199,17.024,8.206,1519.192,36411,131072,69286,262144,0
91.115,3410092,60,56.600,3.967,284218,32859,252.086,17.668,8.650,1512.516,36412,131072,69286,262144,0
92.136,3410152,60,58.767,3.945,284223,34635,253.477,17.016,8.206,1520.859,36411,131072,69286,262144,0
93.159,3410212,60,58.653,3.930,284228,32860,254.430,17.049,8.650,1526.580,36413,131072,69288,262144,0
94.184,3410272,60,58.573,3.931,284233,34637,254.369,17.073,8.206,1526.216,36413,131072,69290,262144,0
95.214,3410332,60,58.246,3.912,284238,32862,255.618,17.169,8.649,1533.710,36415,131072,69292,262144,0
96.250,3410392,60,57.916,3.920,284243,34638,255.111,17.266,8.206,1530.664,36414,131072,69292,262144,0
97.277,3410452,60,58.394,3.878,284248,32862,257.889,17.125,8.650,1547.334,36415,131072,69292,262144,0
98.297,3410512,60,58.857,3.922,284253,34640,254.973,16.990,8.206,1529.839,36416,131072,69296,262144,0
99.323,3410572,60,58.480,3.862,284258,32864,258.922,17.100,8.650,1553.535,36417,131072,69296,262144,0
100.346,3410632,60,58.600,3.899,284263,34641,256.490,17.065,8.206,1538.939,36417,131072,69298,262144,0
101.369,3410692,60,58.687,3.871,284268,32864,258.306,17.039,8.650,1549.834,36417,131072,69296,262144,0
102.391,3410752,60,58.718,3.903,284273,34643,256.182,17.031,8.206,1537.091,36419,131072,69302,262144,0
103.417,3410812,60,58.456,3.885,284278,32866,257.419,17.107,8.650,1544.513,36419,131072,69300,262144,0
104.437,3410872,60,58.844,3.929,284283,34644,254.528,16.994,8.206,1527.170,36420,131072,69304,262144,0
105.470,3410932,60,58.073,3.888,284288,32866,257.176,17.220,8.650,1543.054,36419,131072,69300,262144,0
106.489,3410992,60,58.896,3.905,284293,34645,256.072,16.979,8.206,1536.430,36421,131072,69306,262144,0
107.518,3411052,60,58.282,3.910,284298,32868,255.761,17.158,8.650,1534.563,36422,131072,69306,262144,0
108.570,3411112,60,57.067,3.672,284303,34647,272.306,17.523,8.206,1633.838,36423,131072,69310,262144,0
109.622,3411172,60,56.985,3.796,284308,32868,263.431,17.548,8.650,1580.583,36422,131072,69306,262144,0
110.652,3411232,60,58.272,3.861,284313,34648,259.028,17.161,8.206,1554.167,36424,131072,69312,262144,0
111.689,3411292,60,57.861,3.829,284318,32870,261.192,17.283,8.650,1567.151,36424,131072,69310,262144,0
112.723,3411352,60,58.032,3.854,284323,34650,259.442,17.232,8.206,1556.655,36426,131072,69316,262144,0
113.746,3411412,60,58.650,3.929,284328,32871,254.493,17.050,8.650,1526.960,36425,131072,69312,262144,0
114.781,3411472,60,57.997,3.857,284333,34650,259.295,17.242,8.206,1555.770,36426,131072,69316,262144,0
115.802,3411532,60,58.766,3.930,284338,32872,254.484,17.017,8.650,1526.904,36427,131072,69314,262144,0
116.826,3411592,60,58.549,3.914,284343,34652,255.471,17.080,8.206,1532.825,36428,131072,69320,262144,0
117.846,3411652,60,58.849,3.948,284348,32873,253.282,16.993,8.650,1519.689,36428,131072,69316,262144,0
118.865,3411712,60,58.889,3.967,284353,34652,252.091,16.981,8.206,1512.543,36428,131072,69320,262144,0
119.883,3411772,60,58.921,3.944,284358,32875,253.536,16.972,8.650,1521.215,36430,131072,69318,262144,0
120.915,3411832,60,58.121,3.895,284363,34654,256.730,17.206,8.206,1540.378,36430,131072,69324,262144,0
121.934,3411892,60,58.929,3.947,284368,32876,253.339,16.970,8.650,1520.031,36431,131072,69322,262144,0
122.959,3411952,60,58.484,3.939,284373,34654,253.886,17.099,8.206,1523.317,36430,131072,69324,262144,0
123.977,3412012,60,58.996,3.930,284378,32877,254.477,16.950,8.650,1526.862,36432,131072,69324,262144,0
125.001,3412072,60,58.549,3.883,284383,34657,257.532,17.080,8.206,1545.193,36433,131072,69330,262144,0
126.017,3412132,60,59.074,3.947,284388,32879,253.350,16.928,8.650,1520.100,36434,131072,69328,262144,0
127.033,3412192,60,59.059,3.970,284393,34657,251.881,16.932,8.206,1511.288,36433,131072,69330,262144,0
128.055,3412252,60,58.727,3.906,284398,32879,256.010,17.028,8.650,1536.061,36435,131072,69328,262144,0
129.077,3412312,60,58.683,3.905,284403,34659,256.060,17.041,8.206,1536.362,36435,131072,69334,262144,0
130.107,3412372,60,58.275,3.898,284408,32881,256.521,17.160,8.650,1539.126,36437,131072,69332,262144,0
131.130,3412432,60,58.649,3.913,284413,34660,255.527,17.050,8.206,1533.160,36436,131072,69336,262144,0
132.146,3412492,60,59.015,3.966,284418,32881,252.172,16.945,8.650,1513.034,36437,131072,69332,262144,0
133.166,3412552,60,58.862,3.925,284423,34661,254.783,16.989,8.206,1528.700,36438,131072,69338,262144,0
134.185,3412612,60,58.857,3.910,284428,32883,255.749,16.990,8.650,1534.496,36439,131072,69336,262144,0
135.213,3412672,60,58.379,3.868,284433,34662,258.537,17.130,8.206,1551.224,36439,131072,69340,262144,0
136.271,3412732,60,56.681,3.614,284438,32883,276.685,17.642,8.650,1660.109,36439,131072,69336,262144,0
137.296,3412792,60,58.550,3.950,284443,34663,253.185,17.079,8.206,1519.111,36440,131072,69342,262144,0
138.313,3412852,60,59.008,3.934,284448,32885,254.225,16.947,8.650,1525.353,36441,131072,69340,262144,0
139.335,3412912,60,58.735,3.898,284453,34665,256.545,17.026,8.206,1539.271,36442,131072,69346,262144,0
140.353,3412972,60,58.932,3.925,284458,32885,254.760,16.969,8.650,1528.558,36441,131072,69340,262144,0
141.373,3413032,60,58.787,3.917,284463,34666,255.273,17.010,8.206,1531.639,36443,131072,69348,262144,0
142.392,3413092,60,58.920,3.927,284468,32888,254.652,16.972,8.650,1527.911,36444,131072,69344,262144,0
143.409,3413152,60,58.989,3.896,284473,34668,256.665,16.952,8.206,1539.990,36445,131072,69352,262144,0
144.429,3413212,60,58.799,3.907,284478,32888,255.965,17.007,8.650,1535.788,36444,131072,69346,262144,0
145.456,3413272,60,58.433,3.870,284483,34668,258.400,17.114,8.206,1550.402,36445,131072,69352,262144,0
146.479,3413332,60,58.625,3.877,284488,32890,257.956,17.058,8.650,1547.733,36446,131072,69350,262144,0
147.494,3413392,60,59.152,3.935,284493,34670,254.114,16.906,8.206,1524.682,36447,131072,69356,262144,0
148.514,3413452,60,58.783,3.856,284498,32891,259.322,17.012,8.650,1555.932,36447,131072,69352,262144,0
149.541,3413512,60,58.448,3.857,284503,34670,259.257,17.109,8.206,1555.543,36447,131072,69356,262144,0
150.575,3413572,60,58.037,3.796,284508,32892,263.454,17.230,8.650,1580.725,36449,131072,69356,262144,0
151.819,3413632,60,48.214,3.303,284513,34672,302.742,20.741,8.206,1816.451,36449,131072,69360,262144,0
152.919,3413692,60,54.542,3.902,284518,32893,256.287,18.334,8.650,1537.721,36450,131072,69358,262144,0
154.095,3413752,60,51.021,3.312,284523,34672,301.927,19.600,8.206,1811.561,36449,131072,69360,262144,0
155.140,3413812,60,57.455,3.761,284528,32894,265.920,17.405,8.650,1595.521,36451,131072,69360,262144,0
156.176,3413872,60,57.895,3.774,284533,34674,264.954,17.273,8.206,1589.726,36452,131072,69364,262144,0
157.199,3413932,60,58.663,3.907,284538,32896,255.945,17.047,8.650,1535.668,36453,131072,69364,262144,0
158.227,3413992,60,58.363,3.872,284543,34674,258.271,17.134,8.206,1549.627,36452,131072,69364,262144,0
159.250,3414052,60,58.635,3.887,284548,32897,257.293,17.055,8.650,1543.759,36454,131072,69366,262144,0
160.276,3414112,60,58.498,3.888,284553,34676,257.187,17.094,8.206,1543.124,36454,131072,69368,262144,0
161.297,3414172,60,58.768,3.921,284558,32899,255.028,17.016,8.649,1530.169,36456,131072,69370,262144,0
162.311,3414232,60,59.130,3.932,284563,34677,254.349,16.912,8.206,1526.092,36455,131072,69370,262144,0
163.331,3414292,60,58.822,3.892,284568,32899,256.954,17.000,8.650,1541.726,36456,131072,69370,262144,0
164.356,3414352,60,58.566,3.903,284573,34679,256.194,17.075,8.206,1537.162,36457,131072,69374,262144,0
165.381,3414412,60,58.552,3.858,284578,32901,259.228,17.079,8.650,1555.368,36458,131072,69374,262144,0
166.406,3414472,60,58.546,3.889,284583,34680,257.103,17.080,8.206,1542.618,36458,131072,69376,262144,0
167.424,3414532,60,58.932,3.920,284588,32901,255.124,16.969,8.650,1530.743,36458,131072,69374,262144,0
168.445,3414592,60,58.755,3.904,284593,34682,256.132,17.020,8.206,1536.794,36460,131072,69380,262144,0
169.469,3414652,60,58.566,3.868,284598,32903,258.533,17.075,8.650,1551.199,36460,131072,69378,262144,0
170.488,3414712,60,58.905,3.913,284603,34683,255.583,16.976,8.206,1533.496,36461,131072,69382,262144,0
171.510,3414772,60,58.692,3.890,284608,32903,257.063,17.038,8.650,1542.380,36460,131072,69378,262144,0
172.531,3414832,60,58.764,3.912,284613,34684,255.649,17.017,8.206,1533.896,36462,131072,69384,262144,0
173.552,3414892,60,58.755,3.896,284618,32905,256.681,17.020,8.650,1540.085,36463,131072,69384,262144,0
174.579,3414952,60,58.425,3.905,284623,34686,256.110,17.116,8.206,1536.660,36464,131072,69388,262144,0
175.606,3415012,60,58.459,3.848,284628,32905,259.846,17.106,8.650,1559.075,36463,131072,69384,262144,0
176.625,3415072,60,58.851,3.902,284633,34687,256.269,16.992,8.206,1537.613,36465,131072,69390,262144,0
177.641,3415132,60,59.063,3.908,284638,32907,255.895,16.931,8.650,1535.370,36465,131072,69388,262144,0
178.655,3415192,60,59.157,3.918,284643,34689,255.221,16.904,8.206,1531.329,36467,131072,69394,262144,0
179.678,3415252,60,58.696,3.872,284648,32908,258.296,17.037,8.650,1549.779,36466,131072,69390,262144,0
