elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,candidates,candidate_capacity,old_candidate_reserve,candidate_index_capacity,candidate_vector_growths
1.031,61,60,60.018,60.036,5,1,16.657,16.662,5.000,99.940,1,8,18,16,0
8.708,3405353,60,44.238,5.459,283814,34588,183.185,22.605,8.206,1099.113,34588,131072,69192,262144,0
9.744,3405413,60,57.884,3.921,283819,32814,255.049,17.276,8.649,1530.293,36362,131072,65644,262144,0
10.764,3405473,60,58.828,3.892,283824,34590,256.927,16.999,8.205,1541.561,34590,131072,69196,262144,0
11.832,3405533,60,56.210,3.701,283829,32814,270.177,17.791,8.650,1621.064,36362,131072,65644,262144,0
12.941,3405593,60,54.105,3.607,283834,34590,277.260,18.483,8.206,1663.562,34590,131072,69196,262144,0
14.050,3405653,60,54.110,3.646,283839,32816,274.238,18.481,8.649,1645.426,36364,131072,65648,262144,0
15.157,3405713,60,54.159,3.678,283844,34592,271.890,18.464,8.205,1631.340,34592,131072,69200,262144,0
16.266,3405773,60,54.142,3.675,283849,32817,272.076,18.470,8.649,1632.454,36365,131072,65650,262144,0
17.373,3405833,60,54.188,3.632,283854,34592,275.297,18.454,8.206,1651.779,34592,131072,69200,262144,0
18.472,3405893,60,54.567,3.641,283859,32818,274.621,18.326,8.649,1647.728,36367,131072,65652,262144,0
19.585,3405953,60,53.909,3.521,283864,34594,284.011,18.550,8.206,1704.065,34594,131072,69204,262144,0
20.673,3406013,60,55.157,3.663,283869,32819,273.011,18.130,8.650,1638.069,36368,131072,65654,262144,0
21.771,3406073,60,54.665,3.658,283874,34594,273.389,18.293,8.206,1640.333,34594,131072,69204,262144,0
22.871,3406133,60,54.529,3.644,283879,32820,274.456,18.339,8.650,1646.737,36369,131072,65656,262144,0
23.969,3406193,60,54.641,3.658,283884,34596,273.383,18.301,8.206,1640.297,34596,131072,69208,262144,0
25.082,3406253,60,53.920,3.686,283889,32822,271.293,18.546,8.649,1627.757,36371,131072,65660,262144,0
26.177,3406313,60,54.804,3.672,283894,34596,272.348,18.247,8.206,1634.087,34596,131072,69208,262144,0
27.268,3406373,60,54.983,3.640,283899,32823,274.742,18.188,8.649,1648.454,36372,131072,65662,262144,0
28.337,3406433,60,56.113,3.754,283904,34598,266.358,17.821,8.206,1598.147,34599,131072,69212,262144,0
29.407,3406493,60,56.108,3.741,283909,32825,267.300,17.823,8.649,1603.800,36374,131072,65666,262144,0
30.474,3406553,60,56.194,3.776,283914,34599,264.811,17.796,8.206,1588.869,34599,131072,69214,262144,0
31.531,3406613,60,56.797,3.766,283919,32825,265.518,17.607,8.649,1593.110,36374,131072,65666,262144,0
32.595,3406673,60,56.404,3.724,283924,34601,268.494,17.729,8.206,1610.965,34601,131072,69218,262144,0
33.646,3406733,60,57.077,3.819,283929,32827,261.869,17.520,8.649,1571.217,36376,131072,65670,262144,0
34.702,3406793,60,56.788,3.714,283934,34602,269.238,17.610,8.206,1615.431,34602,131072,69220,262144,0
35.755,3406853,60,57.021,3.764,283939,32827,265.707,17.537,8.650,1594.243,36376,131072,65670,262144,0
36.791,3406913,60,57.865,3.822,283944,34604,261.666,17.282,8.206,1569.996,34604,131072,69224,262144,0
37.827,3406973,60,57.944,3.842,283949,32829,260.266,17.258,8.649,1561.597,36378,131072,65674,262144,0
38.857,3407033,60,58.275,3.862,283954,34605,258.936,17.160,8.206,1553.618,34605,131072,69226,262144,0
39.902,3407093,60,57.399,3.786,283959,32829,264.113,17.422,8.650,1584.678,36378,131072,65674,262144,0
40.983,3407153,60,55.487,3.778,283964,34606,264.689,18.022,8.206,1588.135,34606,131072,69228,262144,0
42.007,3407213,60,58.598,3.944,283969,32831,253.525,17.066,8.649,1521.151,36381,131072,65678,262144,0
43.035,3407273,60,58.364,3.901,283974,34608,256.372,17.134,8.205,1538.233,34608,131072,69232,262144,0
44.065,3407333,60,58.273,3.924,283979,32831,254.819,17.160,8.650,1528.913,36381,131072,65678,262144,0
45.103,3407393,60,57.805,3.926,283984,34609,254.684,17.299,8.205,1528.104,34609,131072,69234,262144,0
46.122,3407453,60,58.870,3.987,283989,32833,250.839,16.987,8.649,1505.033,36383,131072,65682,262144,0
47.138,3407513,60,59.053,3.974,283994,34611,251.666,16.934,8.205,1509.997,34611,131072,69238,262144,0
48.159,3407573,60,58.791,3.992,283999,32834,250.478,17.009,8.650,1502.865,36384,131072,65684,262144,0
49.182,3407633,60,58.629,3.935,284004,34611,254.132,17.056,8.206,1524.790,34611,131072,69238,262144,0
50.232,3407693,60,57.142,3.935,284009,32835,254.139,17.500,8.650,1524.836,36386,131072,65686,262144,0
51.253,3407753,60,58.788,3.943,284014,34613,253.614,17.010,8.205,1521.684,34613,131072,69242,262144,0
