elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.032,61,60,60.014,60.011,5,1,16.663,16.663,5.000,99.981
2.032,121,60,60.000,60.000,5,1,16.667,16.667,5.000,100.001
3.033,181,60,59.926,59.847,5,1,16.709,16.687,5.000,100.256
4.035,241,60,59.876,59.752,5,1,16.736,16.701,5.000,100.414
5.052,302,60,60.003,59.999,5,1,16.667,16.666,5.000,100.002
6.068,363,60,60.004,60.006,5,1,16.665,16.666,5.000,99.990
7.085,424,60,59.999,59.993,5,1,16.669,16.667,5.000,100.011
8.085,484,60,59.998,60.024,5,1,16.660,16.667,5.000,99.960
9.101,545,60,60.006,60.038,5,1,16.656,16.665,5.000,99.937
10.118,606,60,60.001,60.007,5,1,16.665,16.666,5.000,99.988
11.135,667,60,60.000,60.008,5,1,16.664,16.667,5.000,99.986
12.151,728,60,60.005,59.999,5,1,16.667,16.665,5.000,100.001
13.152,788,60,59.990,60.011,5,1,16.664,16.669,5.000,99.982
14.168,849,60,60.010,59.998,5,1,16.667,16.664,5.000,100.003
15.185,910,60,60.002,60.005,5,1,16.665,16.666,5.000,99.992
16.201,971,60,60.004,59.999,5,1,16.667,16.666,5.000,100.001
17.218,1032,60,59.999,60.009,5,1,16.664,16.667,5.000,99.986
18.218,1092,60,59.999,60.001,5,1,16.666,16.667,5.000,99.998
