elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,step_ms_per_generation,candidate_build_ms_per_generation,candidate_evaluate_ms_per_generation,row_compute_estimated_ms_per_generation,next_insert_estimated_ms_per_generation,rows_evaluated_per_generation,timing_samples
241.042,1746,10,9.997,60.010,875,16,16.664,100.027,54.688,99.983,0.024,0.008,0.015,0.010,0.002,333.200,10
242.043,1756,10,9.992,60.030,811,16,16.658,100.082,50.688,99.950,0.023,0.008,0.013,0.012,0.004,350.700,10
243.058,1766,10,9.854,59.949,843,16,16.681,101.482,52.688,100.085,0.022,0.010,0.011,0.013,0.004,343.900,10
244.075,1776,10,9.831,59.779,780,16,16.728,101.717,48.750,100.370,0.021,0.009,0.010,0.010,0.003,341.600,10
245.092,1787,10,10.814,59.784,826,16,16.727,92.475,51.625,100.361,0.017,0.006,0.009,0.009,0.003,341.182,11
246.107,1797,10,9.848,60.050,830,16,16.653,101.548,51.875,99.916,0.019,0.008,0.010,0.010,0.003,347.300,10
247.108,1807,10,9.998,59.916,794,17,16.690,100.023,46.706,100.140,0.020,0.007,0.012,0.011,0.003,347.100,10
248.124,1817,10,9.836,59.991,789,16,16.669,101.665,49.312,100.015,0.021,0.007,0.012,0.012,0.003,346.600,10
249.142,1827,10,9.829,59.960,751,17,16.678,101.743,44.176,100.066,0.021,0.007,0.012,0.020,0.003,345.500,10
250.157,1837,10,9.847,60.067,729,16,16.648,101.558,45.562,99.889,0.022,0.007,0.012,0.018,0.003,342.900,10
251.157,1847,10,9.999,59.950,729,17,16.681,100.007,42.882,100.083,0.024,0.009,0.013,0.019,0.004,343.900,10
252.157,1857,10,10.000,59.988,792,17,16.670,100.001,46.588,100.020,0.020,0.008,0.010,0.019,0.003,344.400,10
253.174,1867,10,9.835,59.911,806,16,16.691,101.681,50.375,100.149,0.019,0.007,0.010,0.017,0.004,342.300,10
254.174,1877,10,9.998,59.829,791,15,16.714,100.017,52.733,100.285,0.021,0.008,0.011,0.016,0.003,341.100,10
255.176,1887,10,9.986,59.925,772,15,16.687,100.143,51.467,100.124,0.022,0.010,0.011,0.013,0.003,337.900,10
256.176,1897,10,9.998,60.034,769,15,16.657,100.015,51.267,99.943,0.021,0.006,0.013,0.013,0.002,338.200,10
257.191,1908,10,10.843,59.911,786,15,16.691,92.227,52.400,100.148,0.019,0.007,0.010,0.014,0.003,335.273,11
258.192,1918,10,9.984,59.973,790,15,16.674,100.157,52.667,100.044,0.017,0.006,0.009,0.014,0.002,337.400,10
259.206,1928,10,9.859,60.036,795,15,16.657,101.427,53.000,99.939,0.016,0.005,0.009,0.011,0.003,342.900,10
260.223,1938,10,9.835,60.069,741,15,16.647,101.674,49.400,99.885,0.017,0.006,0.009,0.011,0.003,344.800,10
261.241,1948,10,9.824,59.865,752,16,16.704,101.790,47.000,100.225,0.017,0.006,0.009,0.012,0.003,339.000,10
262.242,1958,10,9.990,59.960,736,16,16.678,100.096,46.000,100.067,0.020,0.007,0.012,0.019,0.003,339.700,10
263.257,1968,10,9.854,60.084,764,16,16.643,101.477,47.750,99.861,0.018,0.007,0.009,0.017,0.003,336.500,10
264.258,1978,10,9.989,60.061,730,17,16.650,100.113,42.941,99.899,0.020,0.007,0.011,0.032,0.003,339.700,10
265.273,1988,10,9.846,60.111,769,15,16.636,101.561,51.267,99.815,0.021,0.007,0.011,0.015,0.003,339.800,10
266.275,1998,10,9.988,59.989,844,16,16.670,100.120,52.750,100.018,0.018,0.007,0.010,0.014,0.003,333.200,10
267.290,2008,10,9.847,59.978,837,16,16.673,101.552,52.312,100.037,0.028,0.009,0.017,0.019,0.004,333.000,10
268.290,2018,10,9.999,60.021,844,16,16.661,100.006,52.750,99.965,0.024,0.009,0.012,0.019,0.004,337.400,10
269.306,2029,10,10.829,59.754,830,16,16.735,92.343,51.875,100.412,0.026,0.011,0.012,0.016,0.004,344.909,11
270.307,2039,10,9.994,60.073,881,16,16.646,100.064,55.062,99.879,0.022,0.008,0.012,0.015,0.003,352.900,10
271.323,2049,10,9.839,60.093,887,17,16.641,101.635,52.176,99.846,0.023,0.009,0.011,0.019,0.003,359.800,10
272.340,2059,10,9.838,59.921,916,17,16.689,101.650,53.882,100.131,0.023,0.009,0.012,0.021,0.003,362.000,10
273.340,2069,10,9.999,59.947,981,16,16.681,100.008,61.312,100.088,0.033,0.008,0.023,0.015,0.004,361.000,10
274.356,2079,10,9.842,60.104,929,17,16.638,101.608,54.647,99.827,0.024,0.009,0.013,0.018,0.006,358.700,10
275.356,2089,10,9.998,59.972,908,16,16.675,100.015,56.750,100.047,0.019,0.008,0.010,0.015,0.002,355.700,10
276.372,2099,10,9.837,59.980,909,16,16.672,101.654,56.812,100.033,0.021,0.008,0.011,0.014,0.003,353.500,10
277.373,2109,10,9.996,59.878,999,17,16.701,100.044,58.765,100.204,0.020,0.008,0.011,0.015,0.003,358.200,10
278.389,2119,10,9.840,59.991,1030,16,16.669,101.629,64.375,100.015,0.019,0.008,0.010,0.014,0.003,354.300,10
279.390,2129,10,9.987,60.013,1052,15,16.663,100.130,70.133,99.978,0.022,0.008,0.012,0.016,0.004,353.600,10
280.391,2139,10,9.997,59.840,944,15,16.711,100.029,62.933,100.268,0.020,0.007,0.011,0.014,0.002,352.600,10
281.405,2150,10,10.840,59.945,976,15,16.682,92.251,65.067,100.092,0.023,0.008,0.013,0.016,0.003,353.091,11
282.407,2160,10,9.980,59.927,939,15,16.687,100.204,62.600,100.122,0.024,0.009,0.013,0.017,0.006,353.800,10
283.423,2170,10,9.847,59.997,953,15,16.667,101.559,63.533,100.005,0.037,0.023,0.012,0.017,0.004,351.400,10
284.439,2180,10,9.842,60.069,884,15,16.648,101.604,58.933,99.886,0.020,0.008,0.011,0.015,0.002,345.400,10
285.456,2190,10,9.836,59.975,763,16,16.673,101.667,47.688,100.041,0.027,0.016,0.010,0.015,0.003,345.600,10
286.456,2200,10,9.995,60.011,788,16,16.664,100.050,49.250,99.981,0.019,0.007,0.010,0.016,0.003,355.300,10
287.473,2210,10,9.840,60.014,835,17,16.663,101.626,49.118,99.977,0.023,0.008,0.012,0.016,0.004,352.400,10
288.489,2220,10,9.841,59.986,908,16,16.671,101.620,56.750,100.024,0.019,0.008,0.010,0.016,0.003,354.400,10
289.489,2230,10,9.999,60.017,904,18,16.662,100.006,50.222,99.972,0.035,0.014,0.019,0.018,0.003,358.800,10
290.489,2240,10,10.000,59.984,853,17,16.671,100.003,50.176,100.026,0.020,0.008,0.010,0.013,0.003,367.800,10
291.490,2250,10,9.987,59.972,870,15,16.675,100.126,58.000,100.047,0.020,0.008,0.011,0.010,0.004,363.200,10
292.505,2261,10,10.835,60.095,953,16,16.640,92.293,59.562,99.841,0.018,0.007,0.010,0.010,0.003,363.636,11
293.505,2271,10,9.998,59.924,882,16,16.688,100.015,55.125,100.127,0.019,0.008,0.010,0.010,0.003,367.300,10
294.522,2281,10,9.837,59.999,873,16,16.667,101.658,54.562,100.002,0.018,0.007,0.010,0.009,0.003,370.200,10
295.522,2291,10,10.000,59.895,853,16,16.696,100.003,53.312,100.175,0.019,0.007,0.010,0.010,0.002,373.800,10
296.522,2301,10,9.998,59.961,844,17,16.677,100.024,49.647,100.064,0.021,0.008,0.011,0.011,0.003,376.100,10
297.523,2311,10,9.992,59.956,838,16,16.679,100.081,52.375,100.074,0.022,0.008,0.012,0.012,0.003,384.400,10
298.539,2321,10,9.847,59.966,822,16,16.676,101.555,51.375,100.056,0.019,0.007,0.011,0.009,0.003,387.200,10
299.540,2331,10,9.983,59.798,839,16,16.723,100.173,52.438,100.338,0.025,0.010,0.013,0.014,0.004,383.600,10
300.555,2341,10,9.855,59.958,833,16,16.678,101.474,52.062,100.070,0.021,0.007,0.012,0.011,0.003,383.800,10
301.555,2351,10,10.000,59.833,804,16,16.713,100.004,50.250,100.280,0.020,0.007,0.011,0.010,0.003,378.500,10
302.555,2361,10,9.999,59.965,821,17,16.676,100.007,48.294,100.058,0.023,0.009,0.012,0.013,0.003,373.100,10
303.572,2371,10,9.834,59.982,843,16,16.672,101.683,52.688,100.030,0.024,0.011,0.011,0.012,0.004,372.800,10
304.572,2381,10,9.998,59.999,869,16,16.667,100.018,54.312,100.002,0.021,0.008,0.011,0.010,0.003,369.200,10
305.588,2391,10,9.842,59.997,866,15,16.668,101.606,57.733,100.005,0.020,0.008,0.010,0.009,0.003,371.200,10
306.589,2401,10,9.997,60.055,939,15,16.651,100.027,62.600,99.908,0.019,0.008,0.010,0.010,0.002,372.700,10
307.605,2412,10,10.822,59.982,893,15,16.672,92.404,59.533,100.029,0.023,0.008,0.012,0.011,0.003,370.727,11
308.605,2422,10,10.000,59.957,869,15,16.679,100.001,57.933,100.072,0.021,0.008,0.011,0.011,0.003,372.800,10
309.622,2432,10,9.833,60.041,880,15,16.655,101.698,58.667,99.931,0.018,0.007,0.010,0.009,0.003,375.000,10
310.622,2442,10,9.996,59.937,903,16,16.684,100.037,56.438,100.106,0.019,0.007,0.010,0.010,0.002,376.200,10
311.638,2452,10,9.845,59.978,972,16,16.673,101.578,60.750,100.037,0.020,0.008,0.010,0.010,0.003,379.500,10
312.655,2462,10,9.830,60.030,956,17,16.658,101.730,56.235,99.949,0.019,0.007,0.010,0.010,0.003,374.900,10
313.656,2472,10,9.998,60.074,935,16,16.646,100.018,58.438,99.876,0.028,0.008,0.018,0.013,0.004,372.700,10
314.672,2482,10,9.835,59.962,862,17,16.677,101.675,50.706,100.064,0.020,0.007,0.011,0.011,0.003,371.700,10
315.672,2492,10,9.999,60.029,852,17,16.658,100.006,50.118,99.951,0.020,0.008,0.011,0.013,0.002,378.300,10
316.689,2502,10,9.840,59.974,863,15,16.674,101.629,57.533,100.043,0.019,0.008,0.010,0.010,0.003,377.400,10
317.689,2512,10,9.999,59.976,848,16,16.673,100.015,53.000,100.041,0.021,0.007,0.012,0.011,0.004,373.200,10
318.705,2523,10,10.821,59.965,852,16,16.676,92.411,53.250,100.058,0.019,0.007,0.010,0.009,0.003,369.909,11
319.723,2533,10,9.831,59.970,862,16,16.675,101.716,53.875,100.049,0.020,0.007,0.011,0.012,0.003,368.400,10
320.739,2543,10,9.843,60.129,879,16,16.631,101.598,54.938,99.786,0.019,0.007,0.010,0.010,0.003,368.200,10
321.739,2553,10,9.998,59.985,903,16,16.671,100.016,56.438,100.024,0.021,0.008,0.011,0.012,0.003,365.900,10
322.754,2563,10,9.845,59.959,986,17,16.678,101.575,58.000,100.068,0.019,0.007,0.010,0.012,0.003,371.100,10
323.755,2573,10,9.998,59.993,973,17,16.669,100.019,57.235,100.012,0.020,0.008,0.011,0.011,0.003,376.900,10
324.771,2583,10,9.836,59.961,912,16,16.678,101.670,57.000,100.066,0.020,0.007,0.011,0.012,0.003,373.200,10
325.771,2593,10,9.999,60.013,953,17,16.663,100.006,56.059,99.979,0.019,0.007,0.010,0.011,0.003,376.400,10
326.788,2603,10,9.838,59.935,919,16,16.685,101.642,57.438,100.108,0.018,0.007,0.010,0.011,0.003,371.700,10
327.788,2613,10,9.998,59.995,951,17,16.668,100.023,55.941,100.008,0.019,0.007,0.010,0.009,0.003,368.000,10
328.804,2624,10,10.824,60.020,888,17,16.661,92.384,52.235,99.966,0.022,0.011,0.010,0.014,0.002,371.727,11
329.805,2634,10,9.992,59.993,881,16,16.669,100.078,55.062,100.012,0.018,0.007,0.009,0.009,0.003,370.800,10
330.821,2644,10,9.841,59.995,923,15,16.668,101.619,61.533,100.009,0.020,0.007,0.011,0.011,0.003,370.700,10
331.822,2654,10,9.996,59.938,962,15,16.684,100.043,64.133,100.103,0.020,0.007,0.011,0.013,0.003,372.300,10
332.838,2664,10,9.841,59.983,981,15,16.671,101.615,65.400,100.028,0.029,0.014,0.013,0.011,0.003,373.800,10
333.854,2674,10,9.839,59.947,921,15,16.681,101.639,61.400,100.089,0.018,0.007,0.009,0.009,0.003,374.900,10
334.854,2684,10,10.000,59.997,922,15,16.667,100.001,61.467,100.004,0.019,0.007,0.011,0.010,0.003,376.700,10
335.871,2694,10,9.835,60.030,925,15,16.658,101.683,61.667,99.950,0.018,0.007,0.010,0.009,0.002,373.800,10
336.871,2704,10,9.998,59.972,932,16,16.675,100.017,58.250,100.047,0.019,0.007,0.011,0.010,0.003,375.700,10
337.888,2714,10,9.837,59.936,870,16,16.684,101.653,54.375,100.106,0.020,0.008,0.010,0.010,0.003,371.200,10
338.904,2725,10,10.823,60.004,837,17,16.666,92.393,49.235,99.994,0.019,0.008,0.010,0.011,0.003,368.545,11
339.904,2735,10,10.000,59.995,788,16,16.668,100.003,49.250,100.008,0.021,0.007,0.010,0.011,0.003,366.400,10
340.921,2745,10,9.835,59.971,778,17,16.675,101.683,45.765,100.048,0.023,0.008,0.013,0.015,0.003,371.000,10
341.921,2755,10,9.997,60.013,749,15,16.663,100.026,49.933,99.979,0.030,0.016,0.011,0.015,0.003,374.600,10
342.921,2765,10,9.998,59.934,777,16,16.685,100.016,48.562,100.110,0.018,0.007,0.009,0.010,0.002,369.000,10
343.922,2775,10,9.995,60.144,850,16,16.627,100.050,53.125,99.760,0.021,0.009,0.011,0.011,0.002,370.900,10
344.938,2785,10,9.840,59.993,863,16,16.669,101.623,53.938,100.011,0.020,0.008,0.010,0.011,0.003,371.100,10
345.955,2795,10,9.838,60.039,851,16,16.656,101.642,53.188,99.936,0.019,0.007,0.010,0.009,0.003,370.500,10
346.971,2805,10,9.838,59.934,850,16,16.685,101.651,53.125,100.111,0.019,0.007,0.010,0.010,0.003,368.800,10
347.987,2815,10,9.839,59.990,906,17,16.669,101.635,53.294,100.016,0.020,0.008,0.011,0.013,0.004,373.800,10
349.004,2826,10,10.818,58.141,849,17,17.200,92.435,49.941,103.197,0.025,0.011,0.013,0.009,0.003,376.182,11
350.021,2836,10,9.838,60.009,903,16,16.664,101.646,56.438,99.984,0.016,0.006,0.009,0.008,0.003,374.700,10
351.021,2846,10,9.995,60.028,889,17,16.659,100.053,52.294,99.953,0.018,0.007,0.009,0.015,0.003,372.800,10
352.037,2856,10,9.844,59.993,867,16,16.669,101.581,54.188,100.012,0.016,0.006,0.009,0.014,0.002,375.500,10
353.038,2866,10,9.992,60.066,875,16,16.648,100.079,54.688,99.890,0.016,0.006,0.009,0.008,0.002,369.200,10
354.054,2876,10,9.845,60.004,877,18,16.665,101.576,48.722,99.993,0.017,0.007,0.009,0.013,0.003,376.400,10
355.054,2886,10,9.992,59.885,841,16,16.699,100.078,52.562,100.192,0.028,0.017,0.009,0.015,0.003,370.500,10
356.071,2896,10,9.840,59.978,840,15,16.673,101.629,56.000,100.037,0.029,0.018,0.010,0.012,0.003,363.600,10
357.071,2906,10,9.998,59.975,816,15,16.674,100.020,54.400,100.041,0.016,0.006,0.009,0.008,0.002,367.300,10
358.071,2916,10,9.999,59.967,802,15,16.676,100.011,53.467,100.056,0.028,0.017,0.009,0.009,0.003,369.100,10
359.087,2926,10,9.843,60.017,764,15,16.662,101.594,50.933,99.971,0.016,0.006,0.009,0.008,0.002,371.300,10
360.087,2936,10,9.999,59.999,817,15,16.667,100.013,54.467,100.002,0.017,0.006,0.009,0.009,0.003,373.500,10
361.103,2947,10,10.822,59.993,779,15,16.669,92.408,51.933,100.012,0.016,0.006,0.009,0.008,0.002,368.000,11
362.103,2957,10,10.000,59.999,808,16,16.667,100.001,50.500,100.002,0.016,0.006,0.009,0.008,0.002,366.800,10
363.121,2967,10,9.830,59.996,757,16,16.668,101.725,47.312,100.007,0.018,0.007,0.010,0.009,0.002,367.100,10
364.137,2977,10,9.842,60.048,797,17,16.653,101.602,46.882,99.920,0.017,0.006,0.009,0.013,0.003,360.500,10
365.137,2987,10,9.993,59.998,881,16,16.667,100.071,55.062,100.004,0.017,0.006,0.010,0.014,0.004,361.100,10
366.153,2997,10,9.845,60.070,890,19,16.647,101.574,46.842,99.883,0.018,0.007,0.010,0.010,0.003,363.800,10
367.154,3007,10,9.991,59.915,889,17,16.690,100.088,52.294,100.142,0.018,0.007,0.010,0.011,0.003,369.200,10
368.170,3017,10,9.838,60.009,889,15,16.664,101.644,59.267,99.985,0.018,0.007,0.010,0.009,0.003,363.400,10
369.187,3027,10,9.842,60.016,923,16,16.662,101.610,57.688,99.974,0.016,0.006,0.009,0.009,0.003,358.300,10
370.203,3038,10,10.820,59.929,971,16,16.687,92.425,60.688,100.119,0.016,0.006,0.009,0.007,0.003,359.091,11
371.221,3048,10,9.828,60.089,1060,16,16.642,101.753,66.250,99.851,0.017,0.006,0.010,0.009,0.002,361.800,10
372.221,3058,10,10.000,59.997,942,16,16.667,100.001,58.875,100.004,0.017,0.006,0.009,0.008,0.003,364.000,10
373.237,3068,10,9.845,59.927,892,17,16.687,101.573,52.471,100.121,0.018,0.006,0.010,0.009,0.003,369.900,10
374.254,3078,10,9.833,60.016,841,16,16.662,101.699,52.562,99.974,0.016,0.006,0.009,0.009,0.003,374.900,10
375.254,3088,10,9.997,59.973,810,16,16.674,100.029,50.625,100.045,0.018,0.007,0.010,0.011,0.003,375.700,10
376.271,3098,10,9.833,59.980,854,16,16.672,101.702,53.375,100.033,0.019,0.007,0.010,0.012,0.002,373.800,10
377.286,3108,10,9.848,59.920,877,18,16.689,101.539,48.722,100.133,0.018,0.007,0.010,0.011,0.003,379.800,10
378.286,3118,10,10.000,59.941,821,18,16.683,100.004,45.611,100.098,0.018,0.007,0.010,0.009,0.003,376.800,10
379.286,3128,10,9.999,59.952,887,19,16.680,100.011,46.684,100.080,0.017,0.006,0.009,0.011,0.003,384.600,10
380.303,3139,10,10.821,60.005,886,18,16.665,92.413,49.222,99.991,0.018,0.006,0.010,0.011,0.003,385.636,11
381.303,3149,10,10.000,59.842,940,18,16.711,100.002,52.222,100.263,0.018,0.007,0.010,0.011,0.002,381.000,10
382.303,3159,10,10.000,59.998,1037,17,16.667,100.004,61.000,100.003,0.018,0.007,0.010,0.012,0.003,384.200,10
383.303,3169,10,9.995,60.110,1072,17,16.636,100.047,63.059,99.818,0.017,0.006,0.009,0.010,0.002,396.600,10
384.320,3179,10,9.837,59.953,1120,17,16.680,101.661,65.882,100.079,0.018,0.007,0.010,0.010,0.003,399.600,10
385.320,3189,10,9.999,59.984,1195,17,16.671,100.014,70.294,100.026,0.017,0.006,0.009,0.011,0.002,399.500,10
386.320,3199,10,9.999,59.994,1116,17,16.668,100.012,65.647,100.010,0.017,0.006,0.009,0.010,0.002,400.500,10
387.336,3209,10,9.846,59.995,1150,18,16.668,101.565,63.889,100.009,0.018,0.006,0.010,0.012,0.003,408.500,10
388.336,3219,10,9.996,59.912,973,17,16.691,100.036,57.235,100.147,0.018,0.007,0.010,0.011,0.003,414.100,10
389.353,3229,10,9.835,59.911,931,18,16.691,101.675,51.722,100.149,0.019,0.007,0.010,0.012,0.002,406.300,10
390.370,3239,10,9.835,60.112,1000,18,16.636,101.681,55.556,99.814,0.018,0.006,0.010,0.010,0.002,408.600,10
391.386,3249,10,9.843,59.978,1008,19,16.673,101.599,53.053,100.036,0.018,0.007,0.010,0.011,0.003,409.500,10
392.387,3259,10,9.992,59.921,1043,19,16.689,100.079,54.895,100.131,0.020,0.007,0.011,0.013,0.004,413.300,10
393.403,3270,10,10.824,59.959,1032,17,16.678,92.391,60.706,100.068,0.018,0.006,0.010,0.011,0.003,414.455,11
394.403,3280,10,9.998,59.934,1148,19,16.685,100.018,60.421,100.110,0.017,0.006,0.010,0.010,0.003,412.200,10
395.421,3290,10,9.824,59.998,1029,19,16.667,101.792,54.158,100.004,0.019,0.006,0.011,0.013,0.004,416.900,10
396.436,3300,10,9.848,59.994,978,19,16.668,101.539,51.474,100.011,0.018,0.006,0.010,0.010,0.004,425.200,10
397.437,3310,10,9.990,60.011,949,18,16.664,100.100,52.722,99.982,0.019,0.007,0.011,0.012,0.003,421.900,10
398.453,3320,10,9.849,60.072,889,18,16.647,101.530,49.389,99.880,0.018,0.007,0.010,0.012,0.003,409.800,10
399.470,3330,10,9.835,59.905,941,19,16.693,101.677,49.526,100.158,0.019,0.007,0.011,0.012,0.004,407.000,10
400.470,3340,10,9.991,60.017,942,19,16.662,100.090,49.579,99.971,0.019,0.007,0.011,0.012,0.003,405.300,10
401.486,3350,10,9.844,59.905,925,18,16.693,101.587,51.389,100.158,0.020,0.008,0.011,0.012,0.002,398.800,10
402.502,3361,10,10.825,59.986,884,19,16.671,92.380,46.526,100.024,0.019,0.007,0.010,0.011,0.003,408.000,11
403.503,3371,10,9.994,60.062,813,18,16.649,100.062,45.167,99.896,0.020,0.007,0.011,0.013,0.003,403.700,10
404.519,3381,10,9.845,59.981,776,19,16.672,101.574,40.842,100.032,0.019,0.008,0.010,0.011,0.004,401.500,10
405.519,3391,10,10.000,59.997,757,19,16.668,100.001,39.842,100.006,0.018,0.006,0.010,0.013,0.003,403.300,10
406.520,3401,10,9.993,60.009,843,18,16.664,100.066,46.833,99.984,0.019,0.007,0.010,0.011,0.003,409.300,10
407.520,3411,10,9.998,60.051,865,17,16.652,100.022,50.882,99.915,0.017,0.006,0.009,0.010,0.003,417.800,10
408.536,3421,10,9.843,60.015,877,17,16.663,101.592,51.588,99.976,0.018,0.007,0.010,0.011,0.003,418.800,10
409.553,3431,10,9.833,60.052,901,17,16.652,101.694,53.000,99.913,0.018,0.006,0.010,0.010,0.003,416.200,10
410.569,3441,10,9.842,59.990,1025,17,16.669,101.605,60.294,100.016,0.018,0.007,0.010,0.011,0.002,414.700,10
411.569,3451,10,9.992,59.960,982,17,16.678,100.078,57.765,100.066,0.018,0.006,0.010,0.011,0.003,419.200,10
412.569,3461,10,9.999,59.968,925,18,16.675,100.006,51.389,100.053,0.018,0.006,0.010,0.012,0.003,422.400,10
413.585,3471,10,9.844,59.978,918,19,16.673,101.583,48.316,100.036,0.018,0.006,0.010,0.011,0.003,432.000,10
414.602,3482,10,10.815,60.070,888,18,16.647,92.465,49.333,99.884,0.019,0.007,0.011,0.012,0.003,427.455,11
415.619,3492,10,9.839,60.089,870,19,16.642,101.632,45.789,99.851,0.020,0.007,0.011,0.013,0.004,426.000,10
416.619,3502,10,9.999,60.054,884,18,16.652,100.011,49.111,99.910,0.018,0.006,0.010,0.010,0.003,417.800,10
417.635,3512,10,9.838,59.994,876,20,16.668,101.648,43.800,100.010,0.018,0.006,0.010,0.012,0.003,421.000,10
418.636,3522,10,9.998,59.985,852,19,16.671,100.023,44.842,100.025,0.019,0.006,0.011,0.013,0.003,429.800,10
419.652,3532,10,9.836,60.096,866,19,16.640,101.668,45.579,99.840,0.018,0.006,0.010,0.010,0.003,420.200,10
420.653,3542,10,9.994,59.895,827,19,16.696,100.057,43.526,100.175,0.017,0.006,0.010,0.010,0.003,418.700,10
421.653,3552,10,10.000,60.092,811,18,16.641,100.003,45.056,99.847,0.018,0.007,0.010,0.011,0.003,413.100,10
422.668,3562,10,9.847,60.124,826,18,16.632,101.554,45.889,99.795,0.021,0.008,0.011,0.010,0.003,412.200,10
423.668,3572,10,9.999,59.985,909,18,16.671,100.010,50.500,100.026,0.018,0.007,0.010,0.010,0.004,413.600,10
424.670,3582,10,9.989,59.948,980,19,16.681,100.113,51.579,100.087,0.020,0.007,0.011,0.011,0.004,422.500,10
425.686,3592,10,9.842,59.964,916,19,16.677,101.604,48.211,100.060,0.019,0.006,0.011,0.013,0.003,425.200,10
426.702,3603,10,10.821,60.087,969,18,16.643,92.413,53.833,99.856,0.020,0.007,0.011,0.012,0.003,424.818,11
427.703,3613,10,9.996,59.976,973,19,16.673,100.035,51.211,100.040,0.019,0.007,0.011,0.011,0.003,431.200,10
428.719,3623,10,9.841,59.963,1022,18,16.677,101.616,56.778,100.061,0.018,0.006,0.011,0.010,0.002,436.000,10
429.720,3633,10,9.991,59.991,1039,19,16.669,100.087,54.684,100.016,0.019,0.006,0.011,0.010,0.003,439.100,10
430.735,3643,10,9.845,60.000,1023,21,16.667,101.573,48.714,100.000,0.018,0.006,0.010,0.011,0.003,440.500,10
431.753,3653,10,9.831,59.902,999,18,16.694,101.719,55.500,100.164,0.019,0.007,0.011,0.012,0.003,424.500,10
432.768,3663,10,9.843,59.934,1017,17,16.685,101.598,59.824,100.110,0.017,0.006,0.010,0.017,0.002,430.100,10
433.769,3673,10,9.990,59.967,1099,17,16.676,100.097,64.647,100.054,0.020,0.007,0.011,0.015,0.003,439.600,10
434.770,3683,10,9.992,59.933,1109,17,16.685,100.082,65.235,100.112,0.017,0.006,0.010,0.013,0.002,451.300,10
435.785,3693,10,9.853,60.075,1021,17,16.646,101.495,60.059,99.875,0.019,0.007,0.011,0.015,0.002,454.500,10
436.802,3704,10,10.819,59.967,1001,17,16.676,92.433,58.882,100.056,0.019,0.007,0.011,0.015,0.002,461.182,11
437.803,3714,10,9.995,59.960,977,18,16.678,100.052,54.278,100.067,0.018,0.007,0.010,0.013,0.003,461.900,10
438.803,3724,10,9.996,59.936,1016,19,16.684,100.041,53.474,100.106,0.021,0.007,0.012,0.017,0.003,469.700,10
439.803,3734,10,9.997,59.959,1097,19,16.678,100.025,57.737,100.069,0.024,0.008,0.014,0.017,0.004,479.700,10
440.818,3744,10,9.852,60.072,1082,20,16.647,101.500,54.100,99.879,0.021,0.007,0.013,0.013,0.003,483.300,10
441.818,3754,10,9.998,60.228,1128,19,16.603,100.022,59.368,99.621,0.023,0.008,0.013,0.013,0.004,486.100,10
442.819,3764,10,9.998,59.998,1056,22,16.667,100.020,48.000,100.004,0.021,0.007,0.012,0.012,0.004,489.200,10
443.835,3774,10,9.839,59.964,1036,20,16.677,101.640,51.800,100.061,0.021,0.007,0.012,0.014,0.003,502.200,10
444.835,3784,10,9.998,59.961,1001,20,16.677,100.018,50.050,100.065,0.022,0.008,0.012,0.019,0.005,500.700,10
445.852,3794,10,9.831,60.033,979,21,16.658,101.720,46.619,99.945,0.020,0.007,0.011,0.012,0.003,494.500,10
446.868,3804,10,9.842,60.024,1068,20,16.660,101.609,53.400,99.960,0.020,0.007,0.012,0.011,0.004,500.200,10
447.885,3814,10,9.838,59.994,1101,20,16.668,101.647,55.050,100.010,0.020,0.007,0.012,0.011,0.003,501.200,10
448.886,3824,10,9.992,60.015,1092,20,16.663,100.081,54.600,99.976,0.020,0.007,0.012,0.012,0.004,505.200,10
449.902,3835,10,10.822,59.970,1045,20,16.675,92.401,52.250,100.050,0.023,0.008,0.013,0.013,0.004,503.455,11
450.902,3845,10,10.000,60.004,1063,20,16.666,100.005,53.150,99.994,0.019,0.006,0.011,0.011,0.004,512.300,10
451.902,3855,10,10.000,59.925,1060,22,16.687,100.001,48.182,100.125,0.021,0.007,0.013,0.013,0.004,515.300,10
452.918,3865,10,9.841,60.195,1039,21,16.613,101.615,49.476,99.676,0.021,0.007,0.012,0.014,0.003,505.400,10
453.935,3875,10,9.837,60.008,1097,22,16.665,101.661,49.864,99.987,0.023,0.008,0.013,0.017,0.005,503.200,10
454.935,3885,10,9.999,59.945,1114,21,16.682,100.009,53.048,100.092,0.019,0.007,0.011,0.013,0.003,498.400,10
455.952,3895,10,9.832,60.064,1139,22,16.649,101.710,51.773,99.893,0.019,0.006,0.011,0.011,0.003,495.000,10
456.952,3905,10,9.998,59.930,1084,22,16.686,100.016,49.273,100.117,0.022,0.008,0.012,0.012,0.003,501.100,10
457.968,3915,10,9.844,60.001,1030,21,16.666,101.587,49.048,99.998,0.021,0.008,0.012,0.017,0.004,490.800,10
458.970,3925,10,9.986,59.978,1019,20,16.673,100.144,50.950,100.037,0.019,0.007,0.011,0.017,0.003,483.100,10
459.985,3935,10,9.852,59.987,1017,20,16.670,101.500,50.850,100.021,0.019,0.007,0.011,0.031,0.003,476.400,10
