elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,step_ms_per_generation,candidate_build_ms_per_generation,candidate_evaluate_ms_per_generation,row_compute_estimated_ms_per_generation,next_insert_estimated_ms_per_generation,rows_evaluated_per_generation,timing_samples
126.945,605,10,9.829,60.075,495,7,16.646,101.741,70.714,99.875,0.014,0.006,0.006,0.009,0.002,181.300,10
127.962,615,10,9.838,60.018,457,7,16.662,101.645,65.286,99.970,0.012,0.005,0.005,0.008,0.001,178.800,10
128.978,625,10,9.835,60.105,471,7,16.638,101.676,67.286,99.825,0.012,0.005,0.005,0.007,0.002,181.100,10
129.994,635,10,9.847,60.010,449,7,16.664,101.549,64.143,99.984,0.012,0.005,0.005,0.007,0.001,182.900,10
130.995,645,10,9.993,59.917,442,7,16.690,100.075,63.143,100.138,0.017,0.010,0.006,0.008,0.001,184.400,10
132.012,656,10,10.809,60.053,542,7,16.652,92.516,77.429,99.912,0.012,0.006,0.005,0.007,0.001,189.818,11
133.012,666,10,10.000,59.968,517,7,16.676,100.002,73.857,100.054,0.012,0.005,0.005,0.008,0.001,196.200,10
134.028,676,10,9.848,59.982,511,8,16.672,101.547,63.875,100.030,0.018,0.006,0.011,0.009,0.001,199.500,10
135.028,686,10,9.997,60.062,460,7,16.650,100.027,65.714,99.898,0.012,0.005,0.005,0.008,0.001,192.100,10
136.044,696,10,9.838,59.846,475,9,16.710,101.649,52.778,100.257,0.015,0.007,0.006,0.011,0.001,196.400,10
137.061,706,10,9.840,59.980,393,7,16.672,101.627,56.143,100.034,0.012,0.005,0.006,0.009,0.001,192.100,10
138.065,716,10,9.960,59.833,420,7,16.713,100.402,60.000,100.280,0.011,0.005,0.005,0.007,0.001,185.800,10
139.081,726,10,9.838,59.898,446,7,16.695,101.645,63.714,100.170,0.013,0.006,0.005,0.008,0.001,189.400,10
140.098,737,10,10.813,59.935,460,7,16.685,92.479,65.714,100.109,0.015,0.006,0.006,0.009,0.002,189.182,11
141.112,747,10,9.867,59.921,479,7,16.689,101.347,68.429,100.132,0.013,0.006,0.006,0.008,0.001,188.100,10
142.113,757,10,9.989,59.947,440,7,16.681,100.112,62.857,100.089,0.017,0.009,0.006,0.009,0.002,188.300,10
143.127,767,10,9.859,60.003,449,8,16.666,101.429,56.125,99.996,0.014,0.006,0.006,0.010,0.002,191.600,10
144.144,777,10,9.833,59.953,498,9,16.680,101.701,55.333,100.078,0.013,0.006,0.006,0.009,0.001,198.200,10
145.160,787,10,9.842,59.963,484,8,16.677,101.609,60.500,100.061,0.017,0.006,0.009,0.011,0.002,205.800,10
146.161,797,10,9.996,59.948,500,8,16.681,100.038,62.500,100.087,0.017,0.008,0.007,0.009,0.001,204.500,10
147.161,807,10,9.999,59.982,463,8,16.672,100.008,57.875,100.030,0.016,0.008,0.006,0.009,0.001,205.800,10
148.177,817,10,9.839,60.078,502,8,16.645,101.631,62.750,99.870,0.014,0.006,0.006,0.010,0.002,211.200,10
149.177,827,10,9.999,60.027,556,8,16.659,100.005,69.500,99.955,0.014,0.006,0.006,0.010,0.002,210.800,10
150.194,838,10,10.822,60.005,472,8,16.665,92.408,59.000,99.991,0.013,0.006,0.006,0.009,0.001,212.000,11
151.194,848,10,10.000,60.044,468,8,16.655,100.001,58.500,99.927,0.013,0.006,0.006,0.009,0.001,211.100,10
152.194,858,10,9.998,59.999,488,8,16.667,100.020,61.000,100.002,0.013,0.006,0.005,0.009,0.001,204.300,10
153.211,868,10,9.832,59.957,496,8,16.679,101.709,62.000,100.071,0.016,0.007,0.005,0.009,0.001,207.500,10
154.227,878,10,9.842,60.066,514,8,16.648,101.607,64.250,99.890,0.013,0.006,0.006,0.009,0.001,214.200,10
155.227,888,10,9.999,59.961,501,8,16.677,100.008,62.625,100.065,0.013,0.006,0.006,0.009,0.002,219.000,10
156.244,898,10,9.837,60.006,468,8,16.665,101.654,58.500,99.990,0.015,0.006,0.006,0.009,0.001,216.000,10
157.244,908,10,9.996,60.006,475,9,16.665,100.038,52.778,99.990,0.014,0.006,0.006,0.010,0.002,214.000,10
158.261,918,10,9.834,60.092,478,9,16.641,101.683,53.111,99.847,0.014,0.006,0.007,0.011,0.002,211.300,10
159.277,928,10,9.839,59.958,501,10,16.678,101.634,50.100,100.070,0.017,0.007,0.007,0.011,0.002,206.900,10
160.293,939,10,10.825,60.022,486,9,16.661,92.377,54.000,99.964,0.014,0.005,0.007,0.012,0.002,210.000,11
161.294,949,10,9.997,59.912,569,12,16.691,100.031,47.417,100.147,0.016,0.007,0.007,0.012,0.002,217.600,10
162.311,959,10,9.832,59.966,515,9,16.676,101.712,57.222,100.056,0.013,0.005,0.007,0.013,0.002,222.000,10
163.311,969,10,9.995,60.113,515,9,16.635,100.055,57.222,99.812,0.016,0.007,0.008,0.011,0.002,219.000,10
164.312,979,10,9.999,59.932,535,9,16.686,100.015,59.444,100.114,0.013,0.006,0.007,0.010,0.001,217.200,10
165.312,989,10,9.999,60.077,534,9,16.645,100.005,59.333,99.872,0.014,0.006,0.007,0.010,0.002,216.900,10
166.327,999,10,9.850,59.996,546,9,16.668,101.518,60.667,100.006,0.014,0.006,0.007,0.010,0.002,217.100,10
167.327,1009,10,10.000,60.035,618,10,16.657,100.002,61.800,99.942,0.015,0.006,0.007,0.011,0.001,221.500,10
168.344,1019,10,9.832,59.984,554,10,16.671,101.712,55.400,100.026,0.015,0.006,0.007,0.012,0.002,223.100,10
169.361,1029,10,9.835,60.151,566,10,16.625,101.675,56.600,99.749,0.016,0.007,0.008,0.012,0.002,228.200,10
170.377,1039,10,9.843,59.996,569,11,16.668,101.597,51.727,100.007,0.015,0.006,0.008,0.012,0.002,239.700,10
171.377,1049,10,10.000,60.012,634,10,16.663,100.005,63.400,99.980,0.018,0.008,0.008,0.013,0.002,235.700,10
172.377,1059,10,10.000,60.038,636,11,16.656,100.000,57.818,99.937,0.017,0.006,0.009,0.028,0.002,239.500,10
173.395,1070,10,10.805,59.870,693,11,16.703,92.552,63.000,100.217,0.017,0.007,0.009,0.014,0.002,238.727,11
174.410,1080,10,9.846,59.938,709,11,16.684,101.564,64.455,100.103,0.019,0.009,0.009,0.013,0.002,241.300,10
175.410,1090,10,9.999,59.990,723,12,16.670,100.012,60.250,100.017,0.020,0.009,0.009,0.011,0.002,243.700,10
176.426,1100,10,9.846,60.046,679,11,16.654,101.568,61.727,99.923,0.017,0.006,0.008,0.010,0.002,237.200,10
177.426,1110,10,9.997,60.035,644,11,16.657,100.027,58.545,99.942,0.018,0.006,0.010,0.010,0.002,242.300,10
178.443,1120,10,9.833,59.909,659,11,16.692,101.694,59.909,100.153,0.016,0.007,0.008,0.009,0.002,246.400,10
179.443,1130,10,10.000,60.137,646,11,16.629,100.004,58.727,99.773,0.017,0.006,0.009,0.010,0.002,247.700,10
180.460,1140,10,9.834,59.875,639,11,16.701,101.685,58.091,100.208,0.015,0.006,0.008,0.010,0.003,248.800,10
181.476,1150,10,9.842,59.952,644,11,16.680,101.606,58.545,100.079,0.021,0.008,0.010,0.011,0.001,250.600,10
182.493,1161,10,10.817,59.993,626,12,16.668,92.448,52.167,100.011,0.016,0.007,0.008,0.010,0.002,253.636,11
183.511,1171,10,9.830,59.957,631,11,16.679,101.726,57.364,100.072,0.019,0.007,0.008,0.010,0.002,250.700,10
184.511,1181,10,9.999,59.951,652,11,16.680,100.007,59.273,100.082,0.016,0.006,0.008,0.010,0.003,247.500,10
185.526,1191,10,9.849,59.963,659,11,16.677,101.534,59.909,100.062,0.022,0.007,0.013,0.027,0.003,251.500,10
186.543,1201,10,9.830,60.160,606,12,16.622,101.727,50.500,99.733,0.050,0.006,0.042,0.012,0.003,247.800,10
187.559,1211,10,9.840,59.982,658,12,16.672,101.623,54.833,100.030,0.018,0.008,0.009,0.010,0.003,246.200,10
188.576,1221,10,9.837,60.104,675,11,16.638,101.659,61.364,99.828,0.017,0.007,0.008,0.008,0.002,248.800,10
189.576,1231,10,10.000,59.984,662,11,16.671,100.001,60.182,100.026,0.018,0.008,0.008,0.007,0.002,255.100,10
190.592,1242,10,10.822,59.919,687,12,16.689,92.400,57.250,100.136,0.018,0.007,0.009,0.008,0.002,262.182,11
191.593,1252,10,9.992,59.968,701,12,16.675,100.082,58.417,100.053,0.016,0.007,0.008,0.007,0.002,265.900,10
192.593,1262,10,9.999,59.920,691,12,16.689,100.005,57.583,100.133,0.016,0.006,0.008,0.007,0.002,266.400,10
193.610,1272,10,9.835,59.960,745,11,16.678,101.678,67.727,100.067,0.016,0.007,0.008,0.007,0.003,266.200,10
194.610,1282,10,9.996,60.057,770,11,16.651,100.042,70.000,99.905,0.022,0.009,0.010,0.007,0.003,270.100,10
195.626,1292,10,9.851,59.980,750,12,16.672,101.511,62.500,100.033,0.017,0.008,0.008,0.007,0.002,281.800,10
196.626,1302,10,9.997,59.961,759,11,16.678,100.035,69.000,100.065,0.015,0.006,0.008,0.006,0.002,288.000,10
197.643,1312,10,9.829,59.879,730,12,16.700,101.736,60.833,100.203,0.017,0.007,0.008,0.007,0.002,286.600,10
198.660,1322,10,9.839,59.998,862,11,16.667,101.634,78.364,100.003,0.016,0.006,0.008,0.007,0.002,298.800,10
199.675,1332,10,9.845,59.929,841,12,16.686,101.578,70.083,100.118,0.018,0.008,0.009,0.007,0.002,309.100,10
200.676,1342,10,9.997,60.114,828,14,16.635,100.030,59.143,99.811,0.017,0.006,0.009,0.008,0.002,312.500,10
201.676,1352,10,9.999,60.122,868,13,16.633,100.005,66.769,99.798,0.023,0.011,0.010,0.013,0.003,314.600,10
202.693,1363,10,10.811,59.992,1008,13,16.669,92.495,77.538,100.014,0.016,0.006,0.009,0.011,0.003,323.727,11
203.710,1373,10,9.833,60.062,1032,13,16.650,101.701,79.385,99.897,0.020,0.008,0.010,0.012,0.003,324.600,10
204.725,1383,10,9.851,59.980,995,13,16.672,101.514,76.538,100.034,0.021,0.007,0.011,0.014,0.003,327.600,10
205.726,1393,10,9.991,59.913,989,13,16.691,100.090,76.077,100.145,0.020,0.009,0.009,0.014,0.002,327.300,10
206.743,1403,10,9.839,60.030,912,14,16.658,101.638,65.143,99.950,0.020,0.008,0.010,0.015,0.003,331.800,10
207.743,1413,10,9.993,60.096,868,14,16.640,100.068,62.000,99.840,0.018,0.007,0.010,0.013,0.003,328.600,10
208.759,1423,10,9.847,59.898,915,14,16.695,101.552,65.357,100.170,0.019,0.007,0.010,0.015,0.003,332.500,10
209.775,1433,10,9.837,60.053,875,13,16.652,101.658,67.308,99.911,0.018,0.007,0.010,0.010,0.003,320.600,10
210.776,1443,10,9.999,60.116,933,14,16.634,100.007,66.643,99.807,0.019,0.007,0.010,0.013,0.002,314.600,10
211.792,1454,10,10.818,60.022,882,13,16.661,92.441,67.846,99.963,0.020,0.009,0.009,0.014,0.003,316.364,11
212.793,1464,10,9.996,59.996,879,15,16.668,100.041,58.600,100.007,0.019,0.008,0.010,0.015,0.003,316.100,10
213.809,1474,10,9.840,60.043,879,14,16.655,101.622,62.786,99.928,0.024,0.010,0.011,0.021,0.003,319.500,10
214.825,1484,10,9.842,60.073,890,14,16.646,101.607,63.571,99.878,0.018,0.007,0.010,0.017,0.003,313.800,10
215.825,1494,10,9.998,59.948,951,14,16.681,100.021,67.929,100.086,0.018,0.006,0.010,0.019,0.003,318.500,10
216.842,1504,10,9.831,59.865,888,14,16.704,101.719,63.429,100.226,0.021,0.009,0.010,0.020,0.003,328.000,10
217.843,1514,10,9.990,59.994,789,14,16.668,100.098,56.357,100.010,0.018,0.007,0.009,0.018,0.002,323.200,10
218.858,1524,10,9.854,59.966,792,14,16.676,101.487,56.571,100.056,0.023,0.009,0.012,0.018,0.003,315.800,10
219.859,1534,10,9.995,59.974,833,15,16.674,100.045,55.533,100.043,0.017,0.006,0.009,0.017,0.003,323.400,10
220.876,1544,10,9.835,59.977,968,16,16.673,101.675,60.500,100.039,0.018,0.008,0.009,0.018,0.003,333.200,10
221.876,1554,10,9.995,60.122,942,15,16.633,100.052,62.800,99.796,0.019,0.008,0.009,0.013,0.003,338.800,10
222.893,1565,10,10.820,59.970,870,16,16.675,92.420,54.375,100.050,0.021,0.008,0.011,0.014,0.003,340.909,11
223.893,1575,10,10.000,59.903,910,15,16.694,100.003,60.667,100.162,0.018,0.007,0.010,0.015,0.003,342.100,10
224.893,1585,10,9.996,60.113,853,15,16.635,100.038,56.867,99.813,0.019,0.007,0.010,0.014,0.003,338.300,10
225.909,1595,10,9.847,59.988,888,17,16.670,101.556,52.235,100.021,0.027,0.008,0.017,0.037,0.003,348.500,10
226.925,1605,10,9.841,59.948,914,15,16.681,101.614,60.933,100.087,0.019,0.007,0.010,0.010,0.003,354.600,10
227.942,1615,10,9.834,60.033,812,14,16.658,101.691,58.000,99.945,0.017,0.006,0.009,0.009,0.002,345.900,10
228.942,1625,10,9.993,60.030,793,14,16.658,100.070,56.643,99.951,0.018,0.007,0.009,0.009,0.002,340.500,10
229.958,1635,10,9.847,60.139,784,14,16.628,101.558,56.000,99.770,0.022,0.010,0.010,0.009,0.003,341.700,10
230.959,1645,10,9.992,59.877,784,14,16.701,100.083,56.000,100.205,0.018,0.007,0.009,0.010,0.003,344.700,10
231.975,1655,10,9.837,59.974,766,14,16.674,101.658,54.714,100.044,0.023,0.008,0.013,0.009,0.003,337.600,10
232.991,1666,10,10.826,59.959,756,14,16.678,92.373,54.000,100.069,0.019,0.007,0.011,0.026,0.003,333.182,11
233.992,1676,10,9.996,59.910,768,15,16.692,100.037,51.200,100.151,0.022,0.008,0.012,0.010,0.003,333.000,10
234.992,1686,10,9.999,60.037,743,16,16.656,100.012,46.438,99.938,0.019,0.006,0.011,0.009,0.002,339.500,10
235.992,1696,10,9.997,59.869,806,17,16.703,100.032,47.412,100.219,0.022,0.009,0.011,0.010,0.003,338.300,10
237.008,1706,10,9.844,59.995,885,16,16.668,101.584,55.312,100.008,0.018,0.007,0.009,0.013,0.003,341.400,10
238.024,1716,10,9.839,59.908,922,19,16.692,101.633,48.526,100.154,0.024,0.010,0.011,0.012,0.003,349.500,10
239.025,1726,10,9.999,60.048,937,17,16.653,100.008,55.118,99.920,0.024,0.008,0.013,0.015,0.005,346.400,10
240.042,1736,10,9.831,59.975,857,15,16.674,101.718,57.133,100.042,0.025,0.009,0.012,0.010,0.002,341.000,10
