elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
10.337,3405360,60,47.403,5.977,283809,34586,167.307,21.096,8.206,1003.843
11.497,3405431,60,61.203,4.347,283826,34587,230.039,16.339,8.206,1380.233
12.667,3405503,60,61.572,5.113,283825,34588,195.575,16.241,8.206,1173.451
13.669,3405565,60,61.878,6.186,283831,32814,161.657,16.161,8.650,969.942
14.716,3405630,60,62.074,7.083,283844,34589,141.187,16.110,8.206,847.121
15.740,3405693,60,61.495,9.639,283847,32817,103.750,16.261,8.649,622.497
16.770,3405756,60,61.203,12.173,283849,32816,82.150,16.339,8.650,492.897
17.771,3405817,60,60.950,15.162,283851,34591,65.953,16.407,8.206,395.717
18.798,3405879,60,60.358,19.651,283858,34591,50.888,16.568,8.206,305.327
19.822,3405941,60,60.534,20.211,283863,32819,49.477,16.520,8.649,296.861
20.823,3406001,60,59.925,29.067,283868,34593,34.403,16.687,8.206,206.417
21.856,3406063,60,60.024,26.262,283877,34593,38.077,16.660,8.206,228.464
22.868,3406124,60,60.279,30.205,283884,32820,33.107,16.590,8.650,198.643
23.872,3406184,60,59.785,29.992,283889,34596,33.342,16.727,8.206,200.054
24.889,3406245,60,59.936,25.196,283901,32822,39.689,16.685,8.650,238.133
25.922,3406307,60,60.019,26.262,283895,34596,38.078,16.662,8.206,228.466
26.923,3406367,60,59.953,25.942,283900,34597,38.547,16.680,8.206,231.284
27.962,3406429,60,59.686,27.717,283905,32824,36.078,16.754,8.649,216.470
28.991,3406491,60,60.260,20.177,283913,34599,49.560,16.595,8.206,297.363
30.023,3406553,60,60.099,26.265,283914,34599,38.073,16.639,8.206,228.438
31.057,3406615,60,59.913,29.927,283917,34599,33.414,16.691,8.206,200.485
32.083,3406676,60,59.451,23.127,283923,32827,43.239,16.821,8.649,259.432
33.130,3406737,60,58.279,16.404,283926,34601,60.960,17.159,8.206,365.762
34.235,3406801,60,57.917,10.518,283931,34601,95.076,17.266,8.206,570.457
35.278,3406862,60,58.488,7.853,283939,34602,127.344,17.098,8.206,764.064
36.422,3406929,60,58.570,6.169,283949,34603,162.097,17.074,8.206,972.580
37.549,3406995,60,58.575,5.320,283955,34604,187.984,17.072,8.206,1127.905
38.649,3407059,60,58.177,4.574,283952,34604,218.624,17.189,8.206,1311.745
39.907,3407132,60,58.026,3.853,283971,32830,259.541,17.234,8.650,1557.244
40.941,3407192,60,58.009,3.847,283976,34605,259.949,17.239,8.206,1559.691
41.962,3407252,60,58.764,3.913,283981,32832,255.564,17.017,8.650,1533.385
43.003,3407312,60,57.672,3.815,283986,34606,262.124,17.340,8.206,1572.747
44.037,3407372,60,57.995,3.873,283991,32832,258.178,17.243,8.650,1549.066
45.070,3407432,60,58.121,3.855,283996,34607,259.393,17.206,8.206,1556.357
46.092,3407492,60,58.677,3.901,284001,32834,256.330,17.042,8.650,1537.979
47.121,3407552,60,58.300,3.862,284006,34608,258.948,17.153,8.206,1553.690
48.136,3407612,60,59.148,3.995,284011,32834,250.289,16.907,8.650,1501.733
49.161,3407672,60,58.529,3.932,284016,34609,254.349,17.085,8.206,1526.097
50.177,3407732,60,59.062,4.059,284021,32836,246.391,16.931,8.650,1478.347
51.249,3407798,60,61.523,4.562,284018,34611,219.210,16.254,8.206,1315.260
52.368,3407865,60,59.890,4.545,284036,34611,220.024,16.697,8.207,1320.141
53.514,3407936,60,61.965,5.352,284028,34613,186.855,16.138,8.206,1121.129
54.589,3408002,60,61.384,6.761,284034,34613,147.902,16.291,8.206,887.414
55.626,3408066,60,61.736,7.248,284044,34614,137.976,16.198,8.206,827.853
56.666,3408130,60,61.540,9.295,284052,34615,107.589,16.250,8.206,645.535
57.677,3408192,60,61.322,12.259,284057,34615,81.570,16.307,8.206,489.423
58.732,3408256,60,60.631,15.032,284056,34616,66.526,16.493,8.206,399.159
59.767,3408318,60,59.906,20.087,284060,34617,49.784,16.693,8.206,298.701
60.783,3408378,60,59.090,14.735,284065,34616,67.866,16.923,8.206,407.195
61.815,3408439,60,59.069,11.787,284067,34618,84.838,16.929,8.206,509.027
62.830,3408499,60,59.123,9.815,284072,34618,101.887,16.914,8.206,611.322
63.932,3408565,60,59.922,9.905,284081,32844,100.955,16.688,8.649,605.730
65.006,3408630,60,60.512,9.252,284094,34618,108.088,16.526,8.207,648.530
66.035,3408692,60,60.273,10.773,284101,32845,92.822,16.591,8.650,556.935
67.097,3408756,60,60.233,10.677,284099,32845,93.655,16.602,8.650,561.933
68.165,3408821,60,60.867,12.006,284103,32847,83.295,16.429,8.649,499.768
69.176,3408882,60,60.323,12.970,284109,34621,77.102,16.577,8.206,462.613
70.232,3408946,60,60.611,15.044,284123,34623,66.474,16.499,8.206,398.843
71.264,3409008,60,60.078,15.961,284118,34623,62.653,16.645,8.206,375.916
72.274,3409067,60,58.419,14.590,284125,34625,68.541,17.118,8.206,411.243
73.282,3409126,60,58.549,9.931,284138,34623,100.698,17.080,8.207,604.189
74.370,3409192,60,60.630,10.175,284143,34627,98.284,16.493,8.206,589.701
75.439,3409257,60,60.813,11.083,284136,34627,90.226,16.444,8.206,541.356
76.491,3409321,60,60.855,14.804,284141,34627,67.551,16.432,8.206,405.304
77.552,3409385,60,60.307,15.036,284166,34626,66.508,16.582,8.207,399.046
78.555,3409445,60,59.847,14.778,284171,32853,67.668,16.709,8.650,406.007
79.582,3409507,60,60.356,15.049,284164,34628,66.448,16.568,8.206,398.689
80.611,3409569,60,60.248,20.050,284169,34631,49.875,16.598,8.206,299.247
81.675,3409631,60,58.287,18.712,284176,34629,53.442,17.156,8.206,320.653
82.706,3409694,60,61.085,14.801,284175,34631,67.561,16.371,8.206,405.367
83.716,3409755,60,60.399,15.098,284185,34632,66.236,16.557,8.206,397.415
84.734,3409816,60,59.894,18.208,284186,34633,54.920,16.696,8.206,329.517
85.771,3409879,60,60.764,19.615,284187,34632,50.983,16.457,8.206,305.895
86.782,3409940,60,60.354,23.515,284191,32857,42.526,16.569,8.649,255.158
87.814,3410002,60,60.070,27.144,284202,34634,36.841,16.647,8.206,221.047
88.851,3410064,60,59.796,26.745,284213,34635,37.390,16.724,8.206,224.338
89.880,3410126,60,60.241,29.096,284216,34635,34.369,16.600,8.206,206.216
90.881,3410186,60,59.947,28.924,284221,34635,34.573,16.681,8.206,207.441
91.913,3410248,60,60.061,23.373,284225,34636,42.785,16.650,8.206,256.708
92.949,3410310,60,59.852,27.066,284234,34637,36.947,16.708,8.206,221.682
93.982,3410372,60,60.022,25.816,284241,32861,38.735,16.660,8.650,232.412
94.997,3410433,60,60.110,27.175,284242,34637,36.799,16.636,8.206,220.792
95.998,3410493,60,59.922,23.176,284247,32863,43.148,16.688,8.649,258.889
97.014,3410554,60,60.071,28.227,284250,34639,35.428,16.647,8.206,212.566
98.047,3410616,60,60.028,27.937,284254,34641,35.795,16.659,8.206,214.769
99.064,3410677,60,59.957,20.123,284256,32863,49.695,16.679,8.650,298.170
100.082,3410738,60,59.928,27.990,284263,34642,35.727,16.687,8.206,214.362
