elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,candidates,candidate_capacity,old_candidate_reserve,candidate_index_capacity,candidate_vector_growths
109.349,3411180,60,60.653,15.167,284294,32868,65.931,16.487,8.650,395.584,36422,80000,69304,262144,0
110.364,3411241,60,60.114,16.277,284301,34646,61.437,16.635,8.206,368.624,34646,80000,69308,262144,0
111.393,3411303,60,60.273,16.906,284314,34648,59.149,16.591,8.206,354.897,36425,80000,69312,262144,0
112.437,3411365,60,59.400,14.822,284331,32872,67.466,16.835,8.650,404.795,36426,80000,65760,262144,0
113.439,3411425,60,59.868,14.965,284336,34648,66.821,16.703,8.206,400.927,34649,80000,69312,262144,0
114.505,3411489,60,60.013,15.120,284329,34650,66.140,16.663,8.206,396.838,34651,80000,69316,262144,0
115.506,3411549,60,59.962,15.051,284334,32872,66.439,16.677,8.650,398.632,36427,80000,65760,262144,0
116.513,3411609,60,59.585,14.861,284339,34652,67.289,16.783,8.206,403.737,34653,80000,69320,262144,0
117.516,3411669,60,59.795,11.991,284344,32873,83.396,16.724,8.650,500.376,36428,80000,65762,262144,0
118.546,3411731,60,60.193,12.846,284351,34652,77.848,16.613,8.206,467.088,36429,80000,69320,262144,0
119.556,3411792,60,60.382,15.086,284357,34651,66.288,16.561,8.206,397.729,36430,80000,69318,262144,0
120.615,3411856,60,60.438,15.041,284356,34653,66.484,16.546,8.206,398.907,36431,80000,69322,262144,0
121.626,3411917,60,60.386,15.156,284368,32877,65.980,16.560,8.649,395.881,36430,80000,65770,262144,0
122.675,3411980,60,60.021,20.074,284361,32876,49.816,16.661,8.650,298.898,36432,80000,69322,262144,0
123.716,3412040,60,57.634,17.291,284366,34655,57.834,17.351,8.206,347.004,36432,80000,69326,262144,0
124.801,3412105,60,59.913,10.172,284376,34656,98.307,16.691,8.206,589.840,34657,80000,69328,262144,0
125.803,3412165,60,59.880,9.910,284381,32878,100.913,16.700,8.650,605.477,36433,80000,65772,262144,0
126.874,3412230,60,60.696,11.745,284394,34655,85.139,16.475,8.206,510.837,36433,80000,65774,262144,0
127.875,3412290,60,59.960,11.899,284399,34657,84.040,16.678,8.206,504.242,34657,80000,69330,262144,0
128.893,3412352,60,60.863,13.274,284406,34657,75.337,16.430,8.206,452.023,36435,80000,69330,262144,0
129.916,3412411,60,57.702,15.053,284411,34658,66.432,17.330,8.206,398.592,36436,80000,69332,262144,0
131.122,3412472,60,50.577,3.614,284416,34657,276.732,19.772,8.207,1660.391,36435,80000,69330,262144,0
132.191,3412532,60,56.122,3.502,284421,32882,285.568,17.818,8.650,1713.406,36437,80000,69334,262144,0
133.383,3412592,60,50.335,3.138,284426,34659,318.700,19.867,8.206,1912.201,36438,80000,69334,262144,0
134.637,3412667,60,59.811,4.015,284425,34661,249.053,16.719,8.206,1494.320,36439,80000,69338,262144,0
135.859,3412740,60,59.746,4.100,284424,32884,243.929,16.738,8.649,1463.571,36439,80000,69338,262144,0
137.000,3412810,60,61.366,4.472,284442,34663,223.629,16.296,8.206,1341.775,34664,80000,69342,262144,0
138.052,3412874,60,60.822,4.651,284440,34664,215.011,16.441,8.206,1290.067,34664,80000,69342,262144,0
139.181,3412943,60,61.130,5.253,284445,34664,190.366,16.359,8.206,1142.195,36442,80000,69344,262144,0
140.196,3413005,60,61.044,5.879,284451,32886,170.097,16.382,8.650,1020.580,36442,80000,65788,262144,0
141.296,3413072,60,60.913,6.404,284466,34664,156.146,16.417,8.206,936.875,36443,80000,69344,262144,0
142.395,3413139,60,60.950,7.603,284463,34667,131.520,16.407,8.206,789.119,36445,80000,69350,262144,0
143.397,3413200,60,60.894,8.245,284470,34666,121.293,16.422,8.206,727.758,36444,80000,69348,262144,0
144.488,3413266,60,60.511,9.705,284483,34667,103.039,16.526,8.206,618.234,34667,80000,69350,262144,0
145.518,3413327,60,59.204,8.934,284480,34667,111.933,16.891,8.206,671.596,36446,80000,69350,262144,0
146.562,3413390,60,60.344,8.643,284486,34670,115.695,16.572,8.206,694.172,36447,80000,65800,262144,0
147.570,3413451,60,60.528,8.687,284493,34668,115.120,16.521,8.206,690.721,36447,80000,69352,262144,0
148.790,3413517,60,54.079,3.384,284491,32892,295.479,18.491,8.649,1772.874,36448,80000,65800,262144,0
