elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.032,61,60,60.026,59.981,5,1,16.672,16.659,5.000,100.031
105.046,60,60,59.034,60.466,871,6,16.538,16.939,145.167,99.229
107.880,124,60,22.584,10.346,897,6,96.660,44.278,149.500,579.958
108.896,185,60,60.023,59.854,776,6,16.707,16.660,129.333,100.243
109.897,245,60,59.981,59.982,770,6,16.672,16.672,128.333,100.030
110.914,306,60,59.967,60.141,690,7,16.628,16.676,98.571,99.765
111.930,367,60,60.043,60.103,657,8,16.638,16.655,82.125,99.829
112.933,427,60,59.832,59.873,660,8,16.702,16.714,82.500,100.213
113.947,488,60,60.130,60.195,632,9,16.613,16.631,70.222,99.677
114.948,548,60,59.959,59.973,765,9,16.674,16.678,85.000,100.044
115.964,609,60,60.036,59.890,671,9,16.697,16.657,74.556,100.184
116.980,670,60,60.019,59.982,611,11,16.672,16.661,55.545,100.030
117.996,731,60,60.048,60.100,584,9,16.639,16.653,64.889,99.833
118.996,791,60,59.997,60.034,468,10,16.657,16.667,46.800,99.944
120.013,852,60,59.985,60.111,476,12,16.636,16.671,39.667,99.816
121.014,912,60,59.920,59.959,603,12,16.678,16.689,50.250,100.068
122.029,973,60,60.098,59.917,534,13,16.690,16.639,41.077,100.139
123.998,990,5,4.990,59.976,557,14,16.673,200.390,39.786,100.039
125.280,992,1,0.999,59.926,549,14,16.687,1000.606,39.214,100.124
126.296,993,1,0.984,60.059,554,14,16.650,1015.831,39.571,99.901
127.296,994,1,1.000,60.485,550,15,16.533,1000.277,36.667,99.198
128.312,995,1,0.984,59.989,551,15,16.670,1016.373,36.733,100.019
129.313,996,1,1.000,60.150,562,17,16.625,1000.302,33.059,99.750
130.314,997,1,0.999,60.055,553,16,16.652,1000.968,34.562,99.909
131.329,998,1,0.985,60.121,553,16,16.633,1015.301,34.562,99.798
133.017,1003,5,4.981,60.090,509,13,16.642,200.771,39.154,99.851
134.029,1008,5,4.942,60.003,504,14,16.666,202.332,36.000,99.994
135.031,1013,5,4.988,59.992,495,13,16.669,200.482,38.077,100.014
136.045,1018,5,4.930,60.092,453,14,16.641,202.834,32.357,99.846
137.063,1023,5,4.912,59.990,456,13,16.669,203.590,35.077,100.017
138.079,1028,5,4.921,60.253,474,14,16.597,203.205,33.857,99.580
139.079,1033,5,5.000,59.991,457,12,16.669,200.012,38.083,100.014
140.079,1038,5,5.000,60.471,467,13,16.537,200.000,35.923,99.222
141.096,1043,5,4.920,59.991,479,12,16.669,203.252,39.917,100.015
142.114,1048,5,4.913,60.551,462,13,16.515,203.550,35.538,99.089
143.129,1053,5,4.925,59.973,445,12,16.674,203.038,37.083,100.045
144.129,1058,5,4.998,60.254,469,13,16.597,200.061,36.077,99.579
