elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,candidates,candidate_capacity,old_candidate_reserve,candidate_index_capacity,candidate_vector_growths
98.075,3410411,60,59.601,12.183,284241,34637,82.081,16.778,8.206,492.488,36414,69290,69290,262144,0
99.076,3410471,60,59.983,11.942,284246,34638,83.740,16.671,8.206,502.439,36416,69292,69292,262144,0
100.087,3410532,60,60.326,12.414,284252,32864,80.557,16.577,8.649,483.342,36417,69294,69294,262144,0
101.103,3410593,60,60.019,13.669,284256,34640,73.159,16.661,8.206,438.957,34641,69296,69296,262144,0
102.104,3410653,60,59.940,14.923,284261,32864,67.012,16.683,8.650,402.071,36417,65744,65744,262144,0
103.163,3410717,60,60.416,15.064,284268,32865,66.385,16.552,8.650,398.309,36418,65746,65746,262144,0
104.226,3410781,60,60.224,15.044,284262,32865,66.473,16.605,8.649,398.836,36419,65746,65746,262144,0
105.240,3410842,60,60.190,17.674,284272,34644,56.580,16.614,8.206,339.481,34644,69304,69304,262144,0
106.287,3410905,60,60.151,18.824,284276,34642,53.125,16.625,8.206,318.750,34643,69300,69300,262144,0
107.302,3410965,60,59.104,15.965,284281,32867,62.638,16.919,8.649,375.826,36420,65750,65750,262144,0
108.365,3411029,60,60.184,15.146,284298,32868,66.023,16.616,8.650,396.136,36421,65752,65752,262144,0
109.425,3411093,60,60.419,15.080,284297,32869,66.311,16.551,8.649,397.867,36423,65754,65754,262144,0
110.439,3411154,60,60.155,15.139,284300,34645,66.054,16.624,8.206,396.325,34646,69306,69306,262144,0
111.457,3411215,60,59.914,18.754,284303,34647,53.322,16.691,8.206,319.933,36423,69310,69310,262144,0
112.522,3411279,60,60.078,14.986,284308,34646,66.729,16.645,8.206,400.372,36424,69308,69308,262144,0
113.541,3411340,60,59.888,16.272,284315,32872,61.457,16.698,8.649,368.742,36425,69314,69314,262144,0
114.607,3411404,60,60.018,15.081,284324,32871,66.308,16.662,8.650,397.851,36425,69310,69310,262144,0
115.674,3411468,60,60.008,15.031,284323,32872,66.527,16.665,8.649,399.162,36426,69312,69312,262144,0
116.739,3411532,60,60.090,14.964,284338,32872,66.828,16.642,8.650,400.971,36427,69314,69314,262144,0
117.762,3411593,60,59.621,15.705,284334,34652,63.675,16.773,8.205,382.051,34652,69320,69320,262144,0
118.766,3411653,60,59.742,14.990,284339,32873,66.712,16.739,8.650,400.272,36428,65762,65762,262144,0
119.766,3411713,60,59.988,15.153,284344,34652,65.995,16.670,8.206,395.969,34652,69320,69320,262144,0
120.767,3411773,60,59.956,14.983,284349,32875,66.743,16.679,8.649,400.461,36430,65766,65766,262144,0
121.786,3411834,60,59.852,12.776,284358,34654,78.275,16.708,8.206,469.649,34654,69324,69324,262144,0
122.803,3411895,60,59.988,13.572,284357,34653,73.682,16.670,8.206,442.094,36431,69322,69322,262144,0
123.858,3411958,60,59.735,13.019,284364,34652,76.809,16.741,8.206,460.855,36430,65770,65770,262144,0
124.939,3412023,60,60.135,12.028,284374,34654,83.142,16.629,8.206,498.849,36432,69324,69324,262144,0
126.007,3412085,60,58.061,13.039,284391,32878,76.690,17.223,8.650,460.141,36433,65772,65772,262144,0
127.054,3412148,60,60.169,9.425,284387,32878,106.104,16.620,8.650,636.621,36434,69328,69328,262144,0
128.090,3412210,60,59.795,8.504,284392,34656,117.589,16.724,8.206,705.537,34657,69328,69328,262144,0
129.170,3412275,60,60.215,9.152,284395,34657,109.268,16.607,8.206,655.611,36434,69330,69330,262144,0
130.260,3412333,60,53.225,6.108,284401,32881,163.721,18.788,8.649,982.325,36436,65778,65778,262144,0
131.359,3412392,60,53.685,3.485,284407,34658,286.935,18.627,8.206,1721.609,36437,69332,69332,262144,0
132.429,3412450,60,54.209,3.350,284412,34659,298.473,18.447,8.206,1790.837,34660,69334,69334,262144,0
133.481,3412510,60,57.027,3.602,284417,34659,277.594,17.536,8.206,1665.565,36438,65778,65778,262144,0
134.680,3412583,60,60.893,4.142,284415,34661,241.424,16.422,8.206,1448.542,36439,69338,69338,262144,0
135.776,3412650,60,61.125,4.729,284429,34661,211.454,16.360,8.206,1268.726,34661,69338,69338,262144,0
136.779,3412711,60,60.795,4.925,284436,34659,203.048,16.449,8.207,1218.289,36438,69334,69334,262144,0
137.926,3412780,60,60.173,5.157,284435,32885,193.913,16.619,8.649,1163.476,36440,69342,69342,262144,0
138.985,3412845,60,61.363,5.615,284451,32885,178.097,16.296,8.650,1068.580,36441,65786,65786,262144,0
140.123,3412914,60,60.646,6.064,284448,34665,164.907,16.489,8.206,989.442,34665,69346,69346,262144,0
141.185,3412978,60,60.223,6.563,284449,34663,152.365,16.605,8.206,914.189,34664,69342,69342,262144,0
142.302,3413046,60,60.921,7.590,284459,34665,131.746,16.415,8.206,790.475,36444,65790,65790,262144,0
143.309,3413106,60,59.548,7.134,284464,34665,140.169,16.793,8.206,841.012,34666,69346,69346,262144,0
144.385,3413171,60,60.417,7.561,284471,34667,132.254,16.552,8.206,793.523,36445,69350,69350,262144,0
145.453,3413235,60,59.912,7.476,284475,34666,133.762,16.691,8.206,802.570,36443,69348,69348,262144,0
146.488,3413298,60,60.876,7.598,284475,34667,131.618,16.427,8.206,789.707,34668,69350,69350,262144,0
147.531,3413361,60,60.432,8.551,284477,34668,116.947,16.547,8.206,701.682,34668,69352,69352,262144,0
148.580,3413424,60,60.010,8.577,284493,34669,116.596,16.664,8.206,699.577,36448,69354,69354,262144,0
149.659,3413489,60,60.295,9.702,284503,34668,103.075,16.585,8.207,618.450,34668,69352,69352,262144,0
150.738,3413554,60,60.201,9.124,284500,34669,109.602,16.611,8.206,657.615,34670,69354,69354,262144,0
151.805,3413619,60,60.909,10.506,284503,34671,95.184,16.418,8.206,571.105,36449,69358,69358,262144,0
152.881,3413684,60,60.416,12.083,284514,32893,82.762,16.552,8.650,496.572,36450,69358,69358,262144,0
153.964,3413749,60,60.021,11.998,284515,32894,83.346,16.661,8.649,500.076,36449,65804,65804,262144,0
154.975,3413810,60,60.350,12.512,284521,34672,79.925,16.570,8.206,479.553,34673,69360,69360,262144,0
156.027,3413873,60,59.883,11.992,284524,34674,83.389,16.699,8.206,500.332,34674,69364,69364,262144,0
157.035,3413933,60,59.528,11.835,284529,32896,84.493,16.799,8.649,506.955,36453,65808,65808,262144,0
158.038,3413993,60,59.832,11.922,284534,34674,83.879,16.713,8.206,503.276,34674,69364,69364,262144,0
159.040,3414053,60,59.854,12.085,284539,32897,82.746,16.707,8.649,496.476,36454,65810,65810,262144,0
