elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.032,61,60,59.963,59.962,5,1,16.677,16.677,5.000,100.063
2.049,122,60,60.022,59.990,5,1,16.669,16.660,5.000,100.017
3.049,182,60,59.974,59.985,5,1,16.671,16.674,5.000,100.025
4.066,243,60,59.985,59.978,5,1,16.673,16.671,5.000,100.037
5.082,304,60,60.065,59.893,5,1,16.697,16.649,5.000,100.179
6.082,364,60,59.996,59.969,5,1,16.675,16.668,5.000,100.051
7.082,424,60,59.972,59.966,5,1,16.676,16.674,5.000,100.057
8.099,485,60,60.022,59.909,5,1,16.692,16.661,5.000,100.151
9.116,546,60,59.974,59.915,5,1,16.690,16.674,5.000,100.141
10.116,606,60,59.987,60.106,5,1,16.637,16.670,5.000,99.823
11.132,667,60,60.005,60.004,5,1,16.666,16.665,5.000,99.993
12.132,727,60,59.999,60.139,5,1,16.628,16.667,5.000,99.768
13.150,788,60,59.953,60.003,5,1,16.666,16.680,5.000,99.995
