elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.031,61,60,60.008,59.975,5,1,16.674,16.665,5.000,100.041
2.047,122,60,60.032,59.948,5,1,16.681,16.658,5.000,100.087
36.682,60,60,59.871,59.992,666,4,16.669,16.702,166.500,100.013
37.696,121,60,60.131,60.026,901,5,16.660,16.630,180.200,99.957
38.697,181,60,59.940,60.040,754,7,16.655,16.683,107.714,99.933
39.698,241,60,59.966,60.069,728,8,16.648,16.676,91.000,99.885
40.714,302,60,60.018,59.960,740,11,16.678,16.662,67.273,100.067
41.729,363,60,60.109,60.184,825,14,16.616,16.636,58.929,99.694
42.729,423,60,59.985,59.977,729,13,16.673,16.671,56.077,100.038
43.730,483,60,59.974,60.038,642,15,16.656,16.674,42.800,99.937
