elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.032,61,60,59.995,59.976,5,1,16.673,16.668,5.000,100.040
11.662,3405334,60,28.093,1.943,283815,34587,514.784,35.596,8.206,3088.703
13.083,3405379,60,31.661,2.179,283812,34587,458.919,31.584,8.206,2753.512
14.346,3405424,60,35.616,2.361,283825,34587,423.520,28.077,8.206,2541.121
15.652,3405469,60,34.464,2.262,283825,32816,442.050,29.015,8.649,2652.297
16.990,3405514,60,33.645,2.247,283830,34587,445.035,29.722,8.206,2670.208
18.335,3405559,60,33.456,2.225,283827,34588,449.510,29.890,8.206,2697.060
19.699,3405604,60,32.987,2.226,283840,32816,449.238,30.315,8.649,2695.428
21.115,3405649,60,31.784,2.122,283840,34589,471.181,31.463,8.206,2827.087
22.489,3405694,60,32.730,2.168,283845,34591,461.313,30.553,8.206,2767.876
23.837,3405739,60,33.400,2.230,283842,34591,448.346,29.940,8.206,2690.078
25.202,3405784,60,32.963,2.217,283855,34590,450.960,30.337,8.206,2705.759
26.522,3405829,60,34.092,2.263,283855,32818,441.849,29.333,8.649,2651.092
27.848,3405874,60,33.927,2.259,283860,34591,442.668,29.475,8.206,2656.007
29.173,3405919,60,33.960,2.251,283857,34592,444.185,29.447,8.206,2665.111
30.519,3405964,60,33.435,2.201,283870,32820,454.288,29.909,8.649,2725.726
31.839,3406009,60,34.109,2.297,283870,34593,435.329,29.318,8.206,2611.972
33.143,3406054,60,34.510,2.303,283875,34593,434.288,28.977,8.206,2605.731
34.423,3406099,60,35.151,2.356,283872,34594,424.391,28.449,8.206,2546.345
35.706,3406144,60,35.076,2.326,283885,34595,429.942,28.510,8.206,2579.653
37.022,3406189,60,34.190,2.253,283885,32822,443.758,29.248,8.649,2662.547
38.308,3406234,60,34.991,2.321,283890,34596,430.887,28.579,8.206,2585.320
39.646,3406279,60,33.633,2.202,283887,34596,454.099,29.733,8.206,2724.597
40.916,3406324,60,35.418,2.358,283900,32822,424.034,28.234,8.650,2544.202
42.189,3406369,60,35.347,2.355,283900,34597,424.568,28.291,8.206,2547.410
43.462,3406414,60,35.371,2.351,283905,34598,425.388,28.272,8.206,2552.328
44.731,3406459,60,35.440,2.346,283902,34598,426.258,28.217,8.206,2557.550
46.003,3406504,60,35.378,2.369,283915,34599,422.034,28.266,8.206,2532.204
47.264,3406549,60,35.706,2.380,283915,32825,420.127,28.006,8.649,2520.760
48.526,3406594,60,35.657,2.382,283920,34598,419.729,28.045,8.206,2518.377
49.799,3406639,60,35.355,2.338,283917,34600,427.697,28.284,8.206,2566.180
51.053,3406684,60,35.880,2.404,283930,32826,416.044,27.871,8.650,2496.265
52.307,3406729,60,35.869,2.395,283930,34601,417.554,27.879,8.206,2505.322
53.576,3406774,60,35.459,2.358,283935,34602,424.168,28.202,8.206,2545.011
54.852,3406819,60,35.270,2.348,283932,34601,425.934,28.353,8.206,2555.602
56.125,3406864,60,35.355,2.351,283945,34602,425.310,28.284,8.206,2551.860
57.384,3406909,60,35.737,2.381,283945,32829,419.977,27.982,8.649,2519.864
58.709,3406954,60,33.963,2.204,283950,34603,453.631,29.444,8.206,2721.788
60.031,3406999,60,34.031,2.246,283947,34605,445.227,29.385,8.205,2671.362
61.397,3407044,60,32.942,2.191,283960,32829,456.475,30.356,8.650,2738.850
