elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
1.031,61,60,60.028,60.097,5,1,16.640,16.659,5.000,99.838
2.048,122,60,60.005,59.998,5,1,16.667,16.665,5.000,100.003
40.689,60,60,59.944,59.903,562,4,16.694,16.682,140.500,100.162
41.704,120,60,59.116,60.185,613,4,16.615,16.916,153.250,99.693
42.705,181,60,60.951,59.876,709,4,16.701,16.407,177.250,100.207
43.722,242,60,59.997,60.062,696,4,16.650,16.667,174.000,99.898
44.739,303,60,59.973,59.879,703,4,16.700,16.674,175.750,100.202
45.755,363,60,59.053,59.959,654,5,16.678,16.934,130.800,100.069
46.772,425,60,60.953,60.032,609,7,16.658,16.406,87.000,99.947
47.789,486,60,59.992,60.064,533,9,16.649,16.669,59.222,99.893
48.805,547,60,60.032,60.104,488,9,16.638,16.658,54.222,99.826
49.806,607,60,59.969,60.132,481,9,16.630,16.675,53.444,99.781
50.821,667,60,59.074,60.068,553,9,16.648,16.928,61.444,99.887
51.822,727,60,59.978,59.975,509,9,16.674,16.673,56.556,100.042
52.822,788,60,60.985,59.988,499,10,16.670,16.397,49.900,100.020
53.838,849,60,60.011,59.953,502,9,16.680,16.664,55.778,100.078
54.840,909,60,59.925,60.122,532,9,16.633,16.688,59.111,99.797
55.855,970,60,60.059,60.109,514,9,16.637,16.650,57.111,99.819
56.856,1030,60,59.980,60.053,480,9,16.652,16.672,53.333,99.912
57.872,1090,60,59.057,59.979,443,9,16.673,16.933,49.222,100.035
58.888,1151,60,59.997,59.990,443,10,16.669,16.667,44.300,100.016
59.889,1212,60,60.937,59.957,443,9,16.679,16.410,49.222,100.072
60.905,1272,60,59.103,59.983,443,9,16.672,16.920,49.222,100.029
