elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct,step_ms_per_generation,candidate_build_ms_per_generation,candidate_evaluate_ms_per_generation,row_compute_estimated_ms_per_generation,next_insert_estimated_ms_per_generation,rows_evaluated_per_generation,timing_samples
26.686,3405983,60,41.908,2.826,283865,34594,353.822,23.862,8.206,2122.931,23.796,5.158,14.578,11.107,5.933,298945.378,6365
27.858,3406028,60,38.395,2.649,283877,32819,377.456,26.045,8.650,2264.737,25.975,5.752,15.948,12.383,5.542,298949.622,6351
28.912,3406073,60,42.708,2.799,283874,34594,357.266,23.415,8.206,2143.597,23.349,5.038,14.448,11.293,6.242,298873.867,6358
29.940,3406118,60,43.771,2.886,283878,34594,346.510,22.846,8.206,2079.062,22.781,4.903,14.114,11.035,4.579,298997.911,6358
30.971,3406163,60,43.640,2.890,283880,34595,346.054,22.915,8.206,2076.324,22.843,4.910,14.163,11.101,5.642,298922.511,6351
32.020,3406208,60,42.903,2.830,283892,34596,353.387,23.309,8.206,2120.322,23.245,4.990,14.397,11.385,4.463,298925.644,6365
33.032,3406253,60,44.463,2.974,283889,32822,336.224,22.491,8.649,2017.343,22.416,4.779,13.956,11.051,4.813,299009.600,6351
34.061,3406298,60,43.734,2.881,283893,34596,347.090,22.866,8.206,2082.539,22.802,4.941,14.130,11.102,4.639,298894.822,6351
35.102,3406343,60,43.222,2.907,283895,34596,343.977,23.136,8.206,2063.862,23.061,5.012,14.238,11.185,4.582,298976.733,6365
36.138,3406388,60,43.442,2.984,283907,32822,335.109,23.019,8.650,2010.652,22.952,4.949,14.169,11.115,4.524,298980.822,6351
37.152,3406433,60,44.393,2.969,283904,34598,336.855,22.526,8.206,2021.130,22.462,4.824,13.966,11.025,4.170,298907.267,6358
38.158,3406478,60,44.697,3.007,283908,34598,332.552,22.373,8.206,1995.314,22.308,4.748,13.865,10.891,4.064,299029.356,6358
39.202,3406523,60,43.119,2.834,283910,34599,352.827,23.192,8.206,2116.961,23.116,4.990,14.279,11.079,5.015,298953.622,6351
40.262,3406568,60,42.434,2.844,283922,34598,351.675,23.566,8.206,2110.051,23.497,5.114,14.435,11.569,4.832,298957.556,6365
41.360,3406613,60,40.983,2.939,283919,32825,340.299,24.400,8.649,2041.791,24.331,5.207,15.039,11.721,4.666,299039.600,6351
42.580,3406658,60,36.896,2.425,283923,34601,412.355,27.103,8.206,2474.128,27.033,6.071,16.489,12.649,5.480,298927.333,6351
43.633,3406703,60,42.740,2.794,283925,34600,357.860,23.397,8.206,2147.162,23.328,5.105,14.408,11.277,4.466,299010.200,6365
44.892,3406748,60,35.729,2.462,283937,32827,406.231,27.988,8.649,2437.383,27.917,6.172,16.995,13.004,5.272,299010.889,6351
45.907,3406793,60,44.341,2.945,283934,34602,339.572,22.553,8.206,2037.432,22.487,4.846,13.956,11.191,4.058,298938.778,6358
46.928,3406838,60,44.084,2.941,283938,34600,339.974,22.684,8.206,2039.844,22.606,4.859,14.001,11.140,4.371,299060.867,6358
47.971,3406883,60,43.162,2.900,283940,34603,344.824,23.169,8.206,2068.944,23.103,5.023,14.261,11.150,4.159,298983.622,6351
49.052,3406928,60,41.634,2.767,283952,34603,361.340,24.019,8.206,2168.039,23.955,5.124,14.823,11.638,4.477,298990.578,6365
50.058,3406973,60,44.728,3.003,283949,32829,332.978,22.357,8.649,1997.868,22.295,4.779,13.860,10.927,3.982,299072.622,6351
51.090,3407018,60,43.569,2.905,283953,34605,344.224,22.952,8.206,2065.344,22.889,4.932,14.132,11.238,4.245,298957.333,6351
52.160,3407063,60,42.077,2.831,283955,34603,353.277,23.766,8.206,2119.662,23.694,5.168,14.604,11.531,4.342,299041.711,6365
53.300,3407108,60,39.475,2.684,283967,32829,372.633,25.333,8.650,2235.798,25.265,5.547,15.538,12.132,4.760,299042.400,6351
54.404,3407153,60,40.762,2.629,283964,34606,380.408,24.533,8.206,2282.448,24.450,5.294,15.173,11.973,4.685,298969.667,6358
55.429,3407198,60,43.905,2.895,283968,34604,345.457,22.777,8.206,2072.744,22.706,4.915,14.061,11.120,4.106,299094.378,6358
