elapsed_seconds,generation,target_gen_per_s,actual_gen_per_s,fps,alive,chunks,frame_ms,ms_per_generation,alive_per_chunk,frame_budget_usage_pct
12.518,3405342,60,36.856,6.738,283814,34587,148.405,27.133,8.206,890.427
13.809,3405402,60,46.474,3.229,283819,34587,309.646,21.518,8.206,1857.876
15.013,3405462,60,49.828,3.305,283824,34589,302.608,20.069,8.206,1815.651
16.278,3405522,60,47.442,3.154,283829,34588,317.095,21.079,8.206,1902.570
17.608,3405582,60,45.118,2.989,283834,34589,334.610,22.164,8.206,2007.663
18.633,3405627,60,43.885,2.922,283839,34589,342.210,22.787,8.206,2053.259
19.642,3405672,60,44.602,2.966,283847,34590,337.188,22.421,8.206,2023.130
20.669,3405717,60,43.823,2.919,283841,32818,342.586,22.819,8.649,2055.518
21.669,3405762,60,44.982,3.003,283849,34590,333.025,22.231,8.206,1998.152
22.670,3405807,60,44.984,3.010,283854,34590,332.212,22.230,8.206,1993.269
24.000,3405867,60,45.100,3.017,283859,34592,331.487,22.173,8.206,1988.923
25.306,3405927,60,45.954,3.096,283864,34593,322.997,21.761,8.206,1937.981
26.588,3405987,60,46.784,3.133,283869,34594,319.194,21.375,8.206,1915.165
27.855,3406047,60,47.360,3.129,283874,34593,319.567,21.115,8.206,1917.399
29.085,3406107,60,48.770,3.246,283879,34594,308.072,20.505,8.206,1848.432
30.322,3406167,60,48.498,3.277,283884,34595,305.201,20.619,8.206,1831.206
31.568,3406227,60,48.180,3.217,283889,34596,310.821,20.756,8.206,1864.929
32.784,3406287,60,49.350,3.299,283894,34596,303.161,20.263,8.206,1818.969
34.007,3406347,60,49.063,3.271,283899,34596,305.715,20.382,8.206,1834.292
35.218,3406407,60,49.508,3.298,283904,34597,303.196,20.199,8.206,1819.173
36.434,3406467,60,49.381,3.287,283909,34598,304.207,20.251,8.206,1825.241
37.637,3406527,60,49.838,3.312,283914,34598,301.888,20.065,8.206,1811.330
38.858,3406587,60,49.168,3.297,283919,34598,303.325,20.338,8.206,1819.949
40.065,3406647,60,49.709,3.294,283924,34599,303.557,20.117,8.206,1821.344
41.267,3406707,60,49.924,3.315,283929,34600,301.681,20.030,8.206,1810.083
42.478,3406767,60,49.520,3.336,283934,34601,299.752,20.194,8.206,1798.512
43.681,3406827,60,49.892,3.320,283939,34600,301.244,20.043,8.206,1807.466
44.896,3406887,60,49.360,3.278,283944,34602,305.054,20.259,8.206,1830.322
46.117,3406947,60,49.155,3.314,283949,34602,301.727,20.344,8.206,1810.360
47.329,3407007,60,49.504,3.342,283954,34604,299.202,20.200,8.206,1795.214
48.566,3407067,60,48.489,3.182,283959,34603,314.286,20.623,8.206,1885.713
49.778,3407127,60,49.531,3.311,283964,34604,302.041,20.189,8.206,1812.245
50.987,3407187,60,49.611,3.327,283969,34605,300.542,20.157,8.206,1803.255
52.200,3407247,60,49.481,3.301,283974,34606,302.941,20.210,8.206,1817.649
53.407,3407307,60,49.689,3.315,283979,34606,301.644,20.125,8.206,1809.865
54.632,3407367,60,48.996,3.307,283984,34606,302.368,20.410,8.206,1814.206
55.838,3407427,60,49.747,3.302,283989,34608,302.869,20.102,8.206,1817.214
57.044,3407487,60,49.754,3.313,283994,34608,301.859,20.099,8.206,1811.157
58.266,3407547,60,49.102,3.261,283999,34609,306.648,20.366,8.206,1839.888
59.482,3407607,60,49.326,3.302,284004,34608,302.833,20.273,8.206,1816.995
60.693,3407667,60,49.546,3.301,284009,34610,302.909,20.183,8.206,1817.456
61.908,3407727,60,49.387,3.264,284014,34610,306.374,20.248,8.206,1838.245
63.167,3407787,60,47.651,3.332,284019,34612,300.147,20.986,8.206,1800.883
64.375,3407847,60,49.685,3.325,284024,34610,300.792,20.127,8.206,1804.751
65.581,3407907,60,49.747,3.308,284029,34613,302.305,20.102,8.206,1813.828
66.789,3407967,60,49.664,3.297,284034,34612,303.340,20.135,8.206,1820.040
67.998,3408027,60,49.618,3.301,284039,34615,302.950,20.154,8.206,1817.701
69.219,3408087,60,49.177,3.309,284044,34613,302.236,20.335,8.206,1813.415
70.422,3408147,60,49.860,3.306,284049,34615,302.456,20.056,8.206,1814.735
71.626,3408207,60,49.844,3.318,284054,34615,301.355,20.063,8.206,1808.132
72.830,3408267,60,49.818,3.318,284059,34617,301.356,20.073,8.206,1808.137
74.047,3408327,60,49.318,3.268,284064,34616,305.996,20.277,8.206,1835.973
75.257,3408387,60,49.553,3.303,284069,34617,302.758,20.180,8.206,1816.551
